"98年12月08日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","40,128,583","1,075,768,769","10,092","-0.35",
"食品類指數          ","74,271,985","1,963,676,989","19,145","9.14",
"塑膠類指數          ","61,309,435","1,708,699,219","17,728","-0.84",
"紡織纖維類指數      ","115,452,515","1,736,747,722","24,560","-2.17",
"電機機械類指數      ","110,829,360","2,533,783,557","34,028","0.30",
"電器電纜類指數      ","46,451,519","587,961,766","9,435","0.05",
"化學生技醫療類指數  ","109,469,388","4,152,038,108","38,071","-1.53",
"化學類指數          ","72,250,207","2,513,086,583","22,011","-1.44",
"生技醫療類指數      ","37,219,181","1,638,951,525","16,060","-1.40",
"玻璃陶瓷類指數      ","18,796,538","379,820,282","5,787","-0.36",
"造紙類指數          ","65,336,368","959,030,310","14,182","-1.17",
"鋼鐵類指數          ","73,974,298","1,594,146,960","21,063","-0.56",
"橡膠類指數          ","68,178,844","2,155,784,296","21,436","0.12",
"汽車類指數          ","25,124,478","689,098,936","7,677","1.40",
"電子類指數          ","2,451,072,343","94,159,160,576","763,535","0.29",
"半導體類指數        ","553,339,071","23,960,878,916","164,098","-0.03",
"電腦及週邊設備類指數","232,634,582","8,996,258,896","80,959","-0.07",
"光電類指數          ","777,591,785","28,639,102,164","224,028","-0.23",
"通信網路類指數      ","194,499,161","8,905,736,557","69,746","-0.10",
"電子零組件類指數    ","348,407,977","12,448,783,908","112,690","0.27",
"電子通路類指數      ","106,931,639","3,562,020,447","35,175","3.24",
"資訊服務類指數      ","51,606,335","1,269,022,602","15,305","1.10",
"其他電子類指數      ","186,061,793","6,377,357,086","61,534","0.44",
"建材營造類指數      ","89,799,361","2,464,524,329","28,508","0.09",
"航運業類指數        ","71,813,407","1,549,826,184","20,638","-0.21",
"觀光事業類指數      ","19,003,705","671,661,031","6,381","1.65",
"金融保險類指數      ","266,672,507","5,435,505,687","50,964","-6.68",
"貿易百貨類指數      ","23,577,553","736,657,775","8,869","-0.13",
"油電燃氣類指數      ","4,924,479","227,641,641","1,700","0.28",
"其他類指數          ","81,031,656","2,073,522,534","24,110","0.73",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

