"97年04月16日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥工業            ","83,128,000","3,440,570,000","20,744","2.49",
"食品工業            ","189,982,000","4,675,380,000","46,618","13.74",
"塑膠工業            ","189,982,000","6,402,132,000","46,552","-0.39",
"紡織纖維            ","329,954,000","5,603,678,000","56,178","19.67",
"電機機械            ","65,436,000","1,683,879,000","16,820","0.28",
"電器電纜            ","152,473,000","2,311,891,000","29,115","1.24",
"化學生技醫療        ","170,964,000","6,070,712,000","46,801","2.50",
"玻璃陶瓷            ","22,389,000","648,574,000","6,369","3.91",
"造紙工業            ","109,505,000","1,844,512,000","17,673","9.32",
"鋼鐵工業            ","355,520,000","9,472,793,000","68,471","2.21",
"橡膠工業            ","98,930,000","3,481,764,000","24,086","4.06",
"汽車工業            ","47,623,000","1,577,473,000","10,682","0.77",
"電子工業            ","1,799,166,000","90,608,224,000","517,148","4.62",
"建材營造            ","361,095,000","12,820,865,000","100,730","0.95",
"航運業              ","261,533,000","8,490,326,000","66,262","0.94",
"觀光事業            ","14,877,000","664,186,000","5,512","-1.78",
"金融保險            ","1,499,842,000","39,469,584,000","235,123","38.64",
"貿易百貨            ","119,437,000","4,139,354,000","28,028","2.32",
"其他                ","113,367,000","3,164,651,000","31,243","1.99",
"化學工業            ","142,510,000","5,162,787,000","35,611","2.97",
"生技醫療            ","28,454,000","907,925,000","11,190","0.65",
"油電燃氣            ","17,139,000","849,668,000","5,056","1.30",
"半導體              ","503,441,000","27,085,792,000","145,468","1.60",
"電腦及週邊設備      ","254,363,000","12,527,970,000","74,080","1.22",
"光電                ","560,444,000","20,142,076,000","140,260","0.94",
"通信網路            ","133,175,000","12,315,409,000","49,208","2.69",
"電子零組件          ","124,525,000","4,877,041,000","41,709","0.66",
"電子通路            ","47,654,000","1,987,451,000","18,057","1.20",
"資訊服務            ","4,293,000","247,003,000","1,835","2.26",
"其他電子            ","171,271,000","11,425,482,000","46,531","-0.13",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

