"108年10月24日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","23,609,957","934,406,850","9,446","0.38",
"食品類指數          ","22,633,205","1,469,448,561","7,482","23.10",
"塑膠類指數          ","38,840,254","1,781,104,564","17,915","3.34",
"紡織纖維類指數      ","18,729,107","648,304,613","8,426","0.81",
"電機機械類指數      ","24,522,156","1,768,198,905","12,407","1.28",
"電器電纜類指數      ","10,209,111","175,957,929","3,722","0.11",
"化學生技醫療類指數  ","28,841,777","1,949,056,388","17,695","0.65",
"化學類指數          ","15,475,814","610,414,012","8,261","0.80",
"生技醫療類指數      ","13,365,963","1,338,642,376","9,434","0.35",
"玻璃陶瓷類指數      ","2,141,983","26,537,780","1,101","0.10",
"造紙類指數          ","3,596,081","49,546,284","1,536","0.80",
"鋼鐵類指數          ","21,968,951","598,158,666","9,202","0.38",
"橡膠類指數          ","24,787,392","791,805,534","9,876","1.99",
"汽車類指數          ","32,108,627","2,632,485,871","18,912","6.93",
"電子類指數          ","1,483,992,247","104,923,062,172","655,054","3.04",
"半導體類指數        ","448,045,109","38,340,183,752","187,508","0.94",
"電腦及週邊設備類指數","133,199,141","7,395,012,690","62,643","0.55",
"光電類指數          ","382,096,085","19,610,616,776","135,483","0.88",
"通信網路類指數      ","65,808,245","4,436,079,286","32,544","0.31",
"電子零組件類指數    ","338,725,971","26,407,118,268","178,182","1.35",
"電子通路類指數      ","18,356,912","621,056,186","9,300","0.20",
"資訊服務類指數      ","5,858,326","283,013,191","3,667","0.43",
"其他電子類指數      ","91,902,458","7,829,982,023","45,727","0.27",
"建材營造類指數      ","53,143,586","1,147,642,921","19,806","1.21",
"航運業類指數        ","39,413,113","708,632,789","17,117","0.34",
"觀光事業類指數      ","4,394,981","396,797,986","2,776","0.76",
"金融保險類指數      ","245,515,859","5,173,377,731","66,546","10.40",
"貿易百貨類指數      ","14,148,924","705,929,596","5,947","1.14",
"油電燃氣類指數      ","2,214,238","181,500,900","1,495","0.86",
"其他類指數          ","42,433,764","2,977,866,296","22,903","2.03",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

