"98年01月17日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥工業            ","15,935,000","346,468,000","4,611","0.40",
"食品工業            ","26,748,000","396,386,000","8,599","0.28",
"塑膠工業            ","42,385,000","769,474,000","12,564","1.92",
"紡織纖維            ","11,593,000","139,405,000","3,434","-1.97",
"電機機械            ","15,403,000","245,251,000","5,466","0.17",
"電器電纜            ","3,786,000","25,156,000","949","0.07",
"化學生技醫療        ","26,856,000","771,572,000","10,755","-0.01",
"玻璃陶瓷            ","1,850,000","15,331,000","745","-0.09",
"造紙工業            ","3,539,000","27,531,000","876","0.34",
"鋼鐵工業            ","48,071,000","847,838,000","14,556","0.11",
"橡膠工業            ","23,888,000","494,544,000","7,243","-1.38",
"汽車工業            ","9,057,000","75,296,000","1,894","0.28",
"電子工業            ","1,064,522,000","23,291,010,000","300,105","-0.36",
"建材營造            ","33,467,000","443,692,000","9,715","-0.86",
"航運業              ","78,666,000","1,286,352,000","21,937","-0.68",
"觀光事業            ","3,712,000","150,959,000","1,639","-1.08",
"金融保險            ","240,592,000","2,887,671,000","44,408","7.29",
"貿易百貨            ","21,297,000","375,235,000","6,582","-0.63",
"其他                ","21,790,000","428,569,000","7,424","0.21",
"化學工業            ","23,250,000","678,278,000","9,004","0.01",
"生技醫療            ","3,606,000","93,294,000","1,751","-0.06",
"油電燃氣            ","3,688,000","173,992,000","1,593","1.90",
"半導體              ","207,567,000","5,486,870,000","66,368","-0.21",
"電腦及週邊設備      ","148,734,000","3,269,659,000","47,002","-0.25",
"光電                ","427,052,000","6,598,385,000","86,978","0.38",
"通信網路            ","88,216,000","2,773,372,000","32,076","0.07",
"電子零組件          ","88,526,000","1,765,745,000","28,811","0.03",
"電子通路            ","46,177,000","1,106,555,000","15,868","0.01",
"資訊服務            ","674,000","33,365,000","408","0.88",
"其他電子            ","57,576,000","2,257,059,000","22,594","-0.38",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

