"108年03月28日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","55,558,755","2,086,334,937","20,512","1.64",
"食品類指數          ","18,933,082","1,051,395,674","8,201","-2.27",
"塑膠類指數          ","64,709,864","2,187,432,465","21,527","0.33",
"紡織纖維類指數      ","45,870,091","1,831,184,646","17,323","2.58",
"電機機械類指數      ","64,190,724","3,611,606,507","30,632","-0.93",
"電器電纜類指數      ","12,295,196","201,539,399","4,723","-0.26",
"化學生技醫療類指數  ","40,175,174","2,379,390,965","24,053","-0.41",
"化學類指數          ","19,032,423","763,075,672","9,873","-0.35",
"生技醫療類指數      ","21,142,751","1,616,315,293","14,180","-0.34",
"玻璃陶瓷類指數      ","2,119,794","30,643,887","792","0.58",
"造紙類指數          ","8,541,021","139,376,086","3,832","-0.93",
"鋼鐵類指數          ","35,708,870","1,031,821,763","13,768","-0.27",
"橡膠類指數          ","14,504,921","534,805,129","7,237","-1.66",
"汽車類指數          ","23,285,291","650,622,277","8,345","3.43",
"電子類指數          ","1,074,587,881","51,435,714,774","472,332","-0.63",
"半導體類指數        ","199,481,448","12,349,124,876","92,127","-0.01",
"電腦及週邊設備類指數","143,534,243","5,445,663,951","68,487","-0.57",
"光電類指數          ","366,575,356","12,248,965,888","120,773","-0.31",
"通信網路類指數      ","83,125,889","4,585,932,150","41,516","0.59",
"電子零組件類指數    ","224,581,508","12,950,532,063","114,529","-0.51",
"電子通路類指數      ","10,443,311","382,692,763","6,462","-0.37",
"資訊服務類指數      ","11,322,371","466,654,286","6,629","-0.44",
"其他電子類指數      ","35,523,755","3,006,148,797","21,809","-0.19",
"建材營造類指數      ","59,886,922","1,062,418,373","20,745","1.15",
"航運業類指數        ","43,262,959","789,860,707","14,057","0.13",
"觀光事業類指數      ","7,045,978","477,055,944","4,625","1.41",
"金融保險類指數      ","373,158,779","7,679,029,799","85,161","-1.14",
"貿易百貨類指數      ","10,349,395","603,871,967","5,838","1.02",
"油電燃氣類指數      ","10,262,033","449,190,514","1,419","-0.62",
"其他類指數          ","34,239,789","2,211,133,511","18,623","0.69",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

