"97年04月18日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥工業            ","74,924,000","2,594,932,000","20,349","-2.63",
"食品工業            ","89,568,000","2,106,748,000","23,084","1.08",
"塑膠工業            ","155,103,000","5,383,842,000","33,282","0.35",
"紡織纖維            ","140,917,000","2,904,306,000","30,342","7.45",
"電機機械            ","52,650,000","1,368,015,000","14,018","1.10",
"電器電纜            ","73,621,000","1,102,401,000","14,401","0.67",
"化學生技醫療        ","198,376,000","9,100,575,000","61,898","0.79",
"玻璃陶瓷            ","15,473,000","339,235,000","4,158","0.18",
"造紙工業            ","77,123,000","1,324,152,000","13,587","3.94",
"鋼鐵工業            ","340,668,000","10,282,305,000","77,166","3.41",
"橡膠工業            ","85,093,000","2,670,559,000","23,513","-0.70",
"汽車工業            ","24,185,000","826,908,000","5,889","-0.50",
"電子工業            ","1,652,607,000","90,020,385,000","483,369","-2.60",
"建材營造            ","373,673,000","11,777,164,000","95,424","6.52",
"航運業              ","288,374,000","8,606,508,000","71,796","0.33",
"觀光事業            ","11,545,000","577,677,000","4,573","1.71",
"金融保險            ","718,468,000","21,389,644,000","125,409","-1.69",
"貿易百貨            ","59,143,000","2,047,177,000","15,892","2.35",
"其他                ","97,194,000","2,412,347,000","25,613","1.85",
"化學工業            ","143,391,000","7,038,300,000","42,056","0.05",
"生技醫療            ","54,985,000","2,062,275,000","19,842","2.69",
"油電燃氣            ","15,037,000","675,006,000","4,468","0.63",
"半導體              ","377,820,000","26,994,084,000","118,171","-0.97",
"電腦及週邊設備      ","234,168,000","10,202,773,000","69,045","-0.12",
"光電                ","615,117,000","24,462,606,000","153,652","1.17",
"通信網路            ","111,423,000","12,521,719,000","38,023","-1.90",
"電子零組件          ","146,441,000","4,691,113,000","45,562","0.05",
"電子通路            ","52,177,000","2,945,714,000","20,923","-2.72",
"資訊服務            ","4,175,000","141,829,000","1,361","-0.80",
"其他電子            ","111,286,000","8,060,547,000","36,632","-1.47",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

