"101年11月06日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","16,046,922","585,856,445","4,195","0.52",
"食品類指數          ","13,711,671","576,142,739","5,806","8.18",
"塑膠類指數          ","48,770,335","1,522,068,592","17,611","1.03",
"紡織纖維類指數      ","23,754,075","481,442,184","7,599","2.17",
"電機機械類指數      ","14,649,254","976,873,619","7,371","0.96",
"電器電纜類指數      ","12,145,438","112,287,388","3,443","0.57",
"化學生技醫療類指數  ","35,414,621","1,601,895,548","20,479","0.96",
"化學類指數          ","12,132,037","459,374,657","6,532","0.77",
"生技醫療類指數      ","23,282,584","1,142,520,891","13,947","0.92",
"玻璃陶瓷類指數      ","1,925,146","30,407,037","866","0.84",
"造紙類指數          ","2,160,146","25,319,895","1,089","1.12",
"鋼鐵類指數          ","16,740,325","355,034,480","7,124","0.14",
"橡膠類指數          ","11,315,597","603,838,932","5,177","0.76",
"汽車類指數          ","7,575,176","436,856,756","4,077","0.66",
"電子類指數          ","860,667,329","42,691,385,217","304,931","2.26",
"半導體類指數        ","217,660,036","12,046,833,770","79,738","-0.10",
"電腦及週邊設備類指數","97,122,890","4,321,827,644","39,679","0.49",
"光電類指數          ","321,738,831","11,899,962,658","79,283","0.59",
"通信網路類指數      ","62,955,838","6,028,933,462","33,258","0.86",
"電子零組件類指數    ","83,149,495","3,880,646,122","38,999","1.19",
"電子通路類指數      ","11,196,731","471,934,311","6,000","2.06",
"資訊服務類指數      ","1,787,532","56,214,314","869","0.27",
"其他電子類指數      ","65,055,976","3,985,032,936","27,105","1.57",
"建材營造類指數      ","25,910,017","680,412,862","11,175","1.00",
"航運業類指數        ","34,260,049","566,681,260","10,185","0.25",
"觀光事業類指數      ","1,889,476","125,852,732","1,061","1.05",
"金融保險類指數      ","173,484,122","2,796,827,793","42,873","6.37",
"貿易百貨類指數      ","18,246,303","711,850,543","7,465","2.41",
"油電燃氣類指數      ","1,574,883","85,339,471","943","-0.21",
"其他類指數          ","32,149,569","1,455,908,282","14,209","1.50",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

