"100年06月16日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","25,938,695","951,686,670","6,859","-0.98",
"食品類指數          ","21,179,346","746,195,254","7,659","-10.60",
"塑膠類指數          ","56,157,397","3,331,667,926","19,776","-4.16",
"紡織纖維類指數      ","45,851,314","930,006,659","15,911","-5.52",
"電機機械類指數      ","41,774,763","3,341,953,444","18,372","-3.24",
"電器電纜類指數      ","17,779,342","296,779,767","5,477","-0.87",
"化學生技醫療類指數  ","71,503,696","3,724,563,301","31,536","-3.52",
"化學類指數          ","61,984,962","3,225,585,892","26,150","-3.95",
"生技醫療類指數      ","9,518,734","498,977,409","5,386","-1.79",
"玻璃陶瓷類指數      ","8,557,280","326,534,588","3,255","-2.84",
"造紙類指數          ","9,048,148","127,379,487","2,203","-2.15",
"鋼鐵類指數          ","39,235,821","1,042,262,894","12,495","-1.31",
"橡膠類指數          ","19,770,004","1,039,626,175","8,368","-2.15",
"汽車類指數          ","20,874,585","1,014,486,205","7,713","-3.43",
"電子類指數          ","1,010,782,699","69,540,889,852","377,709","-7.85",
"半導體類指數        ","302,946,595","16,838,619,457","99,492","-1.73",
"電腦及週邊設備類指數","144,299,378","8,769,111,156","55,163","-2.50",
"光電類指數          ","210,759,914","11,943,847,460","80,589","-1.74",
"通信網路類指數      ","101,913,893","19,601,445,428","42,308","-5.58",
"電子零組件類指數    ","140,214,191","5,485,336,922","50,507","-0.99",
"電子通路類指數      ","20,357,027","947,372,185","9,526","-2.55",
"資訊服務類指數      ","10,988,666","304,456,206","5,176","-1.70",
"其他電子類指數      ","79,303,035","5,650,701,038","34,948","-0.85",
"建材營造類指數      ","101,167,327","2,559,575,698","30,081","-3.32",
"航運業類指數        ","128,098,285","2,971,539,423","34,708","-1.94",
"觀光事業類指數      ","4,687,745","285,095,326","2,204","-2.19",
"金融保險類指數      ","427,141,931","8,697,522,279","83,506","-16.74",
"貿易百貨類指數      ","28,694,305","1,350,478,893","9,998","-0.87",
"油電燃氣類指數      ","6,290,179","488,368,208","2,354","-3.25",
"其他類指數          ","34,244,785","1,258,084,790","12,748","-3.51",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

