"100年11月11日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","21,437,079","722,604,455","7,715","0.36",
"食品類指數          ","22,305,794","764,697,671","10,048","6.52",
"塑膠類指數          ","116,688,481","4,229,588,098","40,943","-0.80",
"紡織纖維類指數      ","36,701,869","775,863,823","14,537","4.41",
"電機機械類指數      ","24,963,944","1,907,160,921","13,319","0.25",
"電器電纜類指數      ","12,917,290","145,355,563","5,747","0.32",
"化學生技醫療類指數  ","47,593,137","2,148,330,304","22,724","1.24",
"化學類指數          ","39,827,380","1,775,613,563","17,947","1.23",
"生技醫療類指數      ","7,765,757","372,716,741","4,777","0.90",
"玻璃陶瓷類指數      ","6,765,772","199,735,836","2,858","-1.42",
"造紙類指數          ","7,236,485","86,238,331","3,106","0.88",
"鋼鐵類指數          ","36,822,352","889,637,040","15,264","-0.10",
"橡膠類指數          ","35,168,761","1,669,713,400","14,241","2.99",
"汽車類指數          ","34,041,057","1,697,014,717","15,331","3.05",
"電子類指數          ","1,226,526,673","53,880,082,366","442,805","2.53",
"半導體類指數        ","267,043,080","12,470,740,159","95,347","0.61",
"電腦及週邊設備類指數","144,541,217","6,610,550,560","58,862","0.64",
"光電類指數          ","470,197,838","15,552,079,349","135,928","0.36",
"通信網路類指數      ","111,321,512","8,060,513,713","50,361","0.16",
"電子零組件類指數    ","116,625,806","4,444,447,729","51,377","0.37",
"電子通路類指數      ","17,006,489","651,947,075","7,503","0.04",
"資訊服務類指數      ","8,574,655","195,988,003","3,969","0.31",
"其他電子類指數      ","91,216,076","5,893,815,778","39,458","1.58",
"建材營造類指數      ","42,899,260","1,017,049,443","15,610","1.96",
"航運業類指數        ","56,708,419","1,127,412,686","19,858","1.09",
"觀光事業類指數      ","8,898,767","585,700,823","4,725","1.48",
"金融保險類指數      ","322,025,071","6,057,896,947","85,015","6.79",
"貿易百貨類指數      ","32,003,431","2,011,626,648","16,973","7.97",
"油電燃氣類指數      ","3,166,057","219,061,597","1,543","0.84",
"其他類指數          ","39,769,696","1,680,731,423","17,955","1.02",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

