"108年12月17日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","23,871,868","1,005,290,346","9,178","0.99",
"食品類指數          ","23,743,024","1,361,782,546","12,138","8.51",
"塑膠類指數          ","49,424,465","2,005,886,676","19,443","3.65",
"紡織纖維類指數      ","26,659,944","1,081,153,818","13,767","4.82",
"電機機械類指數      ","24,192,295","1,696,339,145","12,955","0.70",
"電器電纜類指數      ","19,952,835","315,247,115","6,279","-0.05",
"化學生技醫療類指數  ","27,471,023","1,552,204,917","16,928","0.39",
"化學類指數          ","11,229,717","324,458,570","5,600","0.38",
"生技醫療類指數      ","16,241,306","1,227,746,347","11,328","0.27",
"玻璃陶瓷類指數      ","2,591,839","29,580,880","1,338","0.13",
"造紙類指數          ","17,608,854","256,378,761","5,910","1.13",
"鋼鐵類指數          ","39,730,840","1,034,269,377","16,626","0.85",
"橡膠類指數          ","10,534,129","352,701,611","5,913","1.21",
"汽車類指數          ","33,537,492","2,047,103,425","17,929","7.69",
"電子類指數          ","1,724,532,703","116,455,033,239","695,133","9.12",
"半導體類指數        ","494,597,301","44,850,161,986","207,221","5.77",
"電腦及週邊設備類指數","143,167,117","10,609,208,313","73,285","0.64",
"光電類指數          ","536,221,961","21,983,673,083","144,269","0.96",
"通信網路類指數      ","137,866,778","9,520,034,970","62,204","0.19",
"電子零組件類指數    ","253,531,265","19,862,171,561","142,179","0.64",
"電子通路類指數      ","17,665,834","664,373,212","9,518","0.60",
"資訊服務類指數      ","2,755,007","151,803,964","1,908","0.45",
"其他電子類指數      ","138,727,440","8,813,606,150","54,549","0.29",
"建材營造類指數      ","54,865,272","1,204,324,208","21,860","1.54",
"航運業類指數        ","42,116,146","786,405,832","16,897","0.26",
"觀光事業類指數      ","2,707,258","228,264,847","2,193","0.54",
"金融保險類指數      ","341,790,271","7,285,246,887","95,008","7.58",
"貿易百貨類指數      ","12,460,628","670,765,541","6,246","2.25",
"油電燃氣類指數      ","5,188,080","395,739,958","3,091","0.94",
"其他類指數          ","35,878,932","2,851,047,900","22,667","1.37",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

