"98年01月10日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥工業            ","27,108,000","688,697,000","8,123","-1.37",
"食品工業            ","46,326,000","761,872,000","15,066","7.93",
"塑膠工業            ","38,538,000","931,450,000","12,613","-2.92",
"紡織纖維            ","15,973,000","177,838,000","3,786","-2.08",
"電機機械            ","12,916,000","198,213,000","4,531","-0.19",
"電器電纜            ","8,395,000","54,163,000","1,989","-0.32",
"化學生技醫療        ","48,909,000","1,550,674,000","18,747","-0.47",
"玻璃陶瓷            ","1,900,000","21,376,000","567","-0.14",
"造紙工業            ","5,022,000","42,737,000","1,679","-0.10",
"鋼鐵工業            ","85,043,000","1,287,665,000","22,440","0.51",
"橡膠工業            ","13,180,000","257,295,000","4,350","-1.09",
"汽車工業            ","3,787,000","41,301,000","984","-0.05",
"電子工業            ","1,048,529,000","27,913,776,000","313,708","-1.04",
"建材營造            ","48,116,000","616,706,000","13,728","-0.47",
"航運業              ","169,359,000","3,709,998,000","50,914","0.81",
"觀光事業            ","6,237,000","264,756,000","2,543","-0.34",
"金融保險            ","245,711,000","2,909,140,000","44,714","-7.71",
"貿易百貨            ","14,858,000","280,662,000","4,853","-0.02",
"其他                ","22,968,000","550,566,000","8,012","-0.06",
"化學工業            ","41,562,000","1,385,326,000","15,510","-0.58",
"生技醫療            ","7,347,000","165,348,000","3,237","-0.07",
"油電燃氣            ","4,969,000","266,541,000","2,141","-1.27",
"半導體              ","270,603,000","7,347,769,000","81,137","-0.36",
"電腦及週邊設備      ","304,942,000","8,716,939,000","89,426","-0.37",
"光電                ","227,702,000","4,013,665,000","54,545","-0.76",
"通信網路            ","91,141,000","3,544,974,000","33,416","0.25",
"電子零組件          ","73,863,000","1,390,333,000","23,573","-0.49",
"電子通路            ","24,433,000","491,269,000","8,163","-0.63",
"資訊服務            ","1,185,000","59,663,000","620","1.26",
"其他電子            ","54,660,000","2,349,164,000","22,828","0.14",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

