"106年11月28日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","14,944,058","482,148,043","6,536","-1.59",
"食品類指數          ","15,472,171","771,752,262","7,568","0.38",
"塑膠類指數          ","229,457,663","4,673,719,551","43,226","-1.03",
"紡織纖維類指數      ","33,572,423","1,350,796,522","14,364","1.14",
"電機機械類指數      ","112,175,160","5,745,088,133","35,857","-1.15",
"電器電纜類指數      ","81,657,247","1,062,334,766","18,610","0.77",
"化學生技醫療類指數  ","71,824,685","2,858,933,103","29,896","0.06",
"化學類指數          ","62,140,131","2,065,642,764","23,497","0.13",
"生技醫療類指數      ","9,684,554","793,290,339","6,399","-0.02",
"玻璃陶瓷類指數      ","3,355,963","57,288,107","1,194","-0.26",
"造紙類指數          ","14,274,889","409,375,614","5,556","-2.29",
"鋼鐵類指數          ","25,401,001","502,470,834","8,776","-0.37",
"橡膠類指數          ","22,946,657","947,177,865","11,604","-0.98",
"汽車類指數          ","9,188,513","381,010,760","4,717","-0.86",
"電子類指數          ","1,904,614,866","100,406,825,091","721,316","-2.80",
"半導體類指數        ","553,007,316","36,172,595,531","215,490","-2.26",
"電腦及週邊設備類指數","288,220,384","9,433,280,603","106,020","0.06",
"光電類指數          ","527,744,564","22,647,761,387","157,192","0.18",
"通信網路類指數      ","138,987,171","6,456,669,980","58,891","0.31",
"電子零組件類指數    ","279,851,996","17,288,626,246","130,972","0.53",
"電子通路類指數      ","27,497,929","944,868,902","11,739","-0.01",
"資訊服務類指數      ","3,782,517","93,370,122","1,904","-0.36",
"其他電子類指數      ","85,522,989","7,369,652,320","39,108","-0.55",
"建材營造類指數      ","56,015,904","771,765,386","14,665","-0.32",
"航運業類指數        ","96,939,642","1,562,595,511","22,826","0.26",
"觀光事業類指數      ","2,706,143","254,032,229","1,538","0.44",
"金融保險類指數      ","290,316,803","5,923,673,551","70,471","0.26",
"貿易百貨類指數      ","16,650,241","996,898,960","6,419","3.25",
"油電燃氣類指數      ","3,436,514","304,511,833","1,566","-1.20",
"其他類指數          ","40,981,800","2,460,228,271","19,978","-0.42",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

