"100年09月09日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","24,394,757","860,612,167","8,185","1.61",
"食品類指數          ","23,564,752","970,085,379","10,550","8.50",
"塑膠類指數          ","73,573,618","3,217,862,931","24,592","0.62",
"紡織纖維類指數      ","32,125,695","646,628,012","11,132","4.00",
"電機機械類指數      ","34,368,269","4,347,472,064","18,347","-0.46",
"電器電纜類指數      ","14,447,780","226,849,245","4,534","0.09",
"化學生技醫療類指數  ","46,872,805","2,141,151,785","21,601","0.39",
"化學類指數          ","42,391,341","1,926,250,141","18,876","0.32",
"生技醫療類指數      ","4,481,464","214,901,644","2,725","0.42",
"玻璃陶瓷類指數      ","4,984,887","136,501,365","2,254","-0.30",
"造紙類指數          ","6,146,129","78,464,609","1,869","0.23",
"鋼鐵類指數          ","49,905,394","1,238,649,259","17,296","-0.04",
"橡膠類指數          ","19,292,292","1,025,446,794","9,003","1.73",
"汽車類指數          ","25,630,681","1,133,569,853","10,592","-1.19",
"電子類指數          ","1,274,471,203","59,393,728,519","435,630","3.10",
"半導體類指數        ","289,097,247","13,388,474,359","93,617","0.54",
"電腦及週邊設備類指數","196,917,952","8,254,676,100","71,476","0.54",
"光電類指數          ","337,377,192","10,278,038,491","90,720","0.55",
"通信網路類指數      ","117,707,680","11,766,011,558","52,844","2.25",
"電子零組件類指數    ","198,553,564","7,846,802,078","70,606","0.55",
"電子通路類指數      ","17,490,064","873,200,886","8,039","0.49",
"資訊服務類指數      ","14,279,948","326,398,426","6,447","-0.06",
"其他電子類指數      ","103,047,556","6,660,126,621","41,881","1.19",
"建材營造類指數      ","35,430,961","884,680,245","13,191","0.33",
"航運業類指數        ","56,851,608","1,023,037,194","18,040","0.88",
"觀光事業類指數      ","13,648,647","418,472,215","4,710","1.91",
"金融保險類指數      ","310,602,914","6,033,844,612","81,836","2.28",
"貿易百貨類指數      ","41,034,781","2,198,069,427","19,659","4.60",
"油電燃氣類指數      ","2,958,125","176,328,979","1,720","1.99",
"其他類指數          ","27,700,122","1,005,126,303","13,028","0.78",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

