"108年08月21日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","18,257,043","667,446,680","8,778","-1.06",
"食品類指數          ","16,946,499","969,095,717","9,802","-10.42",
"塑膠類指數          ","37,025,235","1,609,039,776","19,506","-0.07",
"紡織纖維類指數      ","31,818,536","1,528,383,433","16,489","3.32",
"電機機械類指數      ","36,526,482","1,782,637,916","19,932","0.20",
"電器電纜類指數      ","8,091,729","114,769,170","3,394","0.25",
"化學生技醫療類指數  ","27,761,410","1,584,632,205","18,201","0.00",
"化學類指數          ","12,809,448","480,553,813","7,492","0.13",
"生技醫療類指數      ","14,951,962","1,104,078,392","10,709","-0.09",
"玻璃陶瓷類指數      ","2,306,914","32,021,949","1,299","0.31",
"造紙類指數          ","6,249,199","89,425,950","3,476","-0.03",
"鋼鐵類指數          ","26,547,295","755,807,978","12,931","0.04",
"橡膠類指數          ","18,173,146","638,197,426","9,006","2.50",
"汽車類指數          ","24,300,529","1,956,347,195","15,479","-3.39",
"電子類指數          ","1,484,026,808","79,989,478,365","604,931","0.99",
"半導體類指數        ","341,836,480","28,388,378,256","167,612","-0.03",
"電腦及週邊設備類指數","155,140,381","8,249,954,578","82,415","0.08",
"光電類指數          ","488,779,371","15,465,465,506","109,936","0.32",
"通信網路類指數      ","87,507,694","4,754,781,212","41,403","0.57",
"電子零組件類指數    ","321,573,842","17,624,871,870","155,478","0.07",
"電子通路類指數      ","18,211,467","593,951,070","9,108","0.36",
"資訊服務類指數      ","5,930,296","241,873,107","3,684","0.26",
"其他電子類指數      ","65,047,277","4,670,202,766","35,295","0.84",
"建材營造類指數      ","33,631,152","788,324,047","16,065","0.81",
"航運業類指數        ","48,198,297","1,134,204,666","22,370","0.03",
"觀光事業類指數      ","3,643,945","359,668,372","2,687","0.35",
"金融保險類指數      ","274,770,798","5,934,610,189","91,633","-8.05",
"貿易百貨類指數      ","13,487,411","609,674,931","6,928","-0.13",
"油電燃氣類指數      ","4,215,373","306,077,293","2,681","0.16",
"其他類指數          ","37,592,186","2,791,664,896","24,114","0.71",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

