"105年03月30日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","10,560,976","309,835,503","4,570","2.27",
"食品類指數          ","22,524,142","1,104,851,613","10,276","-1.16",
"塑膠類指數          ","70,396,858","2,909,814,937","25,707","3.88",
"紡織纖維類指數      ","32,068,840","1,403,937,353","15,912","6.89",
"電機機械類指數      ","44,456,657","2,731,945,440","25,580","2.76",
"電器電纜類指數      ","9,248,643","86,589,924","3,313","0.52",
"化學生技醫療類指數  ","46,261,055","2,389,217,751","27,448","1.55",
"化學類指數          ","16,679,659","640,935,496","8,958","0.70",
"生技醫療類指數      ","29,581,396","1,748,282,255","18,490","1.87",
"玻璃陶瓷類指數      ","3,185,571","41,437,039","1,040","0.54",
"造紙類指數          ","3,472,901","41,191,000","1,702","0.99",
"鋼鐵類指數          ","32,064,086","592,912,768","11,468","0.39",
"橡膠類指數          ","14,120,560","633,142,296","7,843","-0.02",
"汽車類指數          ","10,495,745","575,213,242","5,471","2.08",
"電子類指數          ","1,127,462,042","51,225,210,616","431,541","5.32",
"半導體類指數        ","268,387,400","17,135,699,907","99,573","1.71",
"電腦及週邊設備類指數","180,769,612","6,586,519,129","73,857","1.56",
"光電類指數          ","376,140,810","10,030,027,558","100,104","0.98",
"通信網路類指數      ","129,381,634","7,896,041,093","65,299","1.38",
"電子零組件類指數    ","115,125,063","4,875,183,206","60,010","1.80",
"電子通路類指數      ","17,961,301","516,457,097","9,799","0.80",
"資訊服務類指數      ","2,573,162","101,774,542","1,988","0.49",
"其他電子類指數      ","37,123,060","4,083,508,084","20,911","0.62",
"建材營造類指數      ","54,821,097","1,381,390,986","22,387","1.93",
"航運業類指數        ","39,520,900","687,592,893","13,530","0.15",
"觀光事業類指數      ","4,599,435","356,193,853","2,791","-0.14",
"金融保險類指數      ","335,624,840","5,500,086,190","74,224","11.03",
"貿易百貨類指數      ","19,436,101","1,585,942,608","10,511","5.69",
"油電燃氣類指數      ","5,862,657","501,569,804","3,601","3.25",
"其他類指數          ","69,908,746","3,603,550,912","33,824","0.01",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

