"99年12月23日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","45,845,270","1,389,744,130","11,443","1.98",
"食品類指數          ","42,894,982","1,285,101,634","15,263","-1.51",
"塑膠類指數          ","149,629,664","4,764,393,566","41,338","1.89",
"紡織纖維類指數      ","140,989,758","2,991,276,212","31,871","-0.56",
"電機機械類指數      ","71,461,040","4,827,730,897","31,411","0.36",
"電器電纜類指數      ","48,210,664","955,306,860","11,238","0.42",
"化學生技醫療類指數  ","110,183,184","3,993,609,346","37,814","0.01",
"化學類指數          ","90,451,234","2,846,078,328","26,865","0.25",
"生技醫療類指數      ","19,731,950","1,147,531,018","10,949","-0.57",
"玻璃陶瓷類指數      ","8,075,710","211,580,754","2,916","1.02",
"造紙類指數          ","82,116,269","1,283,137,514","15,782","5.99",
"鋼鐵類指數          ","88,794,214","1,863,384,752","25,270","-0.47",
"橡膠類指數          ","30,486,017","1,253,573,324","10,541","0.78",
"汽車類指數          ","38,164,172","1,514,540,246","11,361","-0.40",
"電子類指數          ","2,092,689,932","78,403,100,455","612,503","1.36",
"半導體類指數        ","438,296,141","15,799,105,408","121,852","-0.04",
"電腦及週邊設備類指數","191,008,587","8,469,673,094","69,758","0.43",
"光電類指數          ","671,444,683","21,750,231,155","174,311","-0.01",
"通信網路類指數      ","189,650,626","10,547,010,183","61,659","0.39",
"電子零組件類指數    ","415,572,005","11,362,848,205","109,747","1.31",
"電子通路類指數      ","42,961,542","1,655,788,492","17,536","0.32",
"資訊服務類指數      ","19,125,619","600,907,084","8,077","1.13",
"其他電子類指數      ","124,630,729","8,217,536,834","49,563","1.03",
"建材營造類指數      ","202,740,764","5,336,519,379","55,244","4.98",
"航運業類指數        ","183,347,389","5,123,428,579","43,191","-0.87",
"觀光事業類指數      ","7,003,606","447,742,373","3,036","-1.47",
"金融保險類指數      ","658,223,434","12,702,979,794","114,485","2.43",
"貿易百貨類指數      ","33,638,308","1,447,642,894","11,354","-0.61",
"油電燃氣類指數      ","8,015,187","544,012,279","3,737","3.00",
"其他類指數          ","31,247,843","954,152,334","11,339","0.16",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

