"104年11月19日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","22,558,960","686,597,448","9,992","-0.08",
"食品類指數          ","21,116,030","940,819,965","9,774","25.40",
"塑膠類指數          ","42,088,809","1,501,946,910","19,658","5.65",
"紡織纖維類指數      ","52,552,151","2,597,347,687","25,173","7.89",
"電機機械類指數      ","44,508,212","3,089,542,866","27,006","2.25",
"電器電纜類指數      ","6,333,056","52,902,538","2,610","0.12",
"化學生技醫療類指數  ","119,612,917","8,054,569,690","65,262","2.34",
"化學類指數          ","36,479,674","1,300,211,029","15,455","1.26",
"生技醫療類指數      ","83,133,243","6,754,358,661","49,807","2.65",
"玻璃陶瓷類指數      ","7,803,030","170,758,502","3,621","-0.11",
"造紙類指數          ","3,921,364","42,769,976","1,421","-0.41",
"鋼鐵類指數          ","31,457,165","567,586,388","10,538","1.70",
"橡膠類指數          ","9,375,727","338,672,918","5,763","3.96",
"汽車類指數          ","15,047,615","1,481,766,235","9,356","3.45",
"電子類指數          ","1,023,033,132","46,164,812,719","422,154","5.63",
"半導體類指數        ","247,963,453","12,559,593,246","88,016","2.31",
"電腦及週邊設備類指數","138,002,444","4,858,653,103","61,020","1.62",
"光電類指數          ","298,192,830","11,698,091,444","107,330","0.80",
"通信網路類指數      ","101,845,165","4,788,173,417","47,346","0.88",
"電子零組件類指數    ","154,209,691","6,423,241,429","73,281","0.96",
"電子通路類指數      ","13,685,960","377,320,040","7,354","1.44",
"資訊服務類指數      ","5,023,655","154,598,069","2,950","0.24",
"其他電子類指數      ","64,109,934","5,305,141,971","34,857","0.79",
"建材營造類指數      ","23,172,445","442,267,319","12,143","0.77",
"航運業類指數        ","58,562,703","971,181,217","20,390","-0.03",
"觀光事業類指數      ","3,730,484","354,003,787","2,637","0.79",
"金融保險類指數      ","276,938,137","5,081,175,033","79,741","15.93",
"貿易百貨類指數      ","21,470,058","1,209,370,285","11,459","1.87",
"油電燃氣類指數      ","4,754,813","328,886,717","2,411","1.10",
"其他類指數          ","46,047,244","3,071,288,754","27,529","3.59",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

