"104年07月03日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","8,761,631","314,061,977","4,569","0.30",
"食品類指數          ","19,605,845","748,034,049","8,194","-1.29",
"塑膠類指數          ","35,462,681","1,554,774,438","14,709","-1.40",
"紡織纖維類指數      ","62,423,772","1,900,128,354","23,467","-1.87",
"電機機械類指數      ","28,083,904","2,335,478,286","17,610","0.36",
"電器電纜類指數      ","10,023,705","83,697,625","3,727","-0.23",
"化學生技醫療類指數  ","31,325,903","1,866,415,419","19,153","-0.06",
"化學類指數          ","13,347,426","678,791,122","7,381","-0.14",
"生技醫療類指數      ","17,978,477","1,187,624,297","11,772","0.03",
"玻璃陶瓷類指數      ","1,961,393","27,949,958","1,032","0.19",
"造紙類指數          ","9,273,212","107,155,840","2,966","0.24",
"鋼鐵類指數          ","17,339,703","356,088,881","7,563","-0.86",
"橡膠類指數          ","10,894,093","446,481,226","5,897","0.31",
"汽車類指數          ","5,423,843","312,098,507","2,858","-5.26",
"電子類指數          ","892,216,726","42,393,569,576","356,159","-0.23",
"半導體類指數        ","249,926,742","11,791,674,890","89,232","0.47",
"電腦及週邊設備類指數","132,846,610","5,679,048,990","55,077","-0.27",
"光電類指數          ","215,778,019","7,233,324,683","63,682","-0.20",
"通信網路類指數      ","83,337,322","3,900,216,418","39,436","0.08",
"電子零組件類指數    ","125,034,245","7,008,919,023","61,459","-0.57",
"電子通路類指數      ","11,678,580","405,557,704","6,834","-0.96",
"資訊服務類指數      ","14,103,742","614,728,464","7,454","0.90",
"其他電子類指數      ","59,511,466","5,760,099,404","32,985","-0.64",
"建材營造類指數      ","50,026,339","861,182,900","13,939","-0.65",
"航運業類指數        ","99,999,524","1,771,220,847","23,935","-0.38",
"觀光事業類指數      ","6,136,658","462,116,329","4,037","-1.14",
"金融保險類指數      ","276,300,493","5,760,729,020","65,616","-0.47",
"貿易百貨類指數      ","11,816,363","577,295,252","6,023","0.16",
"油電燃氣類指數      ","5,086,257","350,267,006","2,871","-1.92",
"其他類指數          ","53,157,307","3,570,385,643","25,826","-2.02",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

