"101年09月03日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","9,112,384","274,760,191","3,522","0.20",
"食品類指數          ","93,267,643","3,371,295,688","14,727","-9.66",
"塑膠類指數          ","64,510,289","1,911,037,793","19,975","-0.64",
"紡織纖維類指數      ","41,516,804","672,080,337","12,043","-0.92",
"電機機械類指數      ","21,675,753","1,105,912,532","10,208","0.67",
"電器電纜類指數      ","15,221,963","162,016,437","4,472","0.11",
"化學生技醫療類指數  ","43,701,007","1,862,332,415","22,537","-0.39",
"化學類指數          ","20,465,251","758,037,903","10,155","-0.46",
"生技醫療類指數      ","23,235,756","1,104,294,512","12,382","-0.17",
"玻璃陶瓷類指數      ","3,517,772","75,425,093","1,498","1.12",
"造紙類指數          ","4,639,629","80,247,829","1,381","3.51",
"鋼鐵類指數          ","33,841,262","707,710,983","13,714","-0.27",
"橡膠類指數          ","21,938,753","842,435,459","8,129","0.19",
"汽車類指數          ","9,211,957","392,797,576","3,855","-0.31",
"電子類指數          ","1,098,867,259","54,312,070,882","409,989","3.85",
"半導體類指數        ","266,587,518","12,737,561,816","100,798","0.66",
"電腦及週邊設備類指數","145,469,543","6,377,009,898","54,659","0.94",
"光電類指數          ","258,674,283","9,444,505,400","73,818","0.42",
"通信網路類指數      ","107,733,094","6,086,142,713","48,618","0.00",
"電子零組件類指數    ","150,121,005","6,542,544,233","65,580","1.03",
"電子通路類指數      ","15,289,532","540,542,711","6,871","0.91",
"資訊服務類指數      ","5,782,558","146,938,168","2,488","0.93",
"其他電子類指數      ","149,209,726","12,436,825,943","57,157","3.27",
"建材營造類指數      ","83,512,346","2,197,111,496","30,232","3.98",
"航運業類指數        ","64,215,271","1,062,843,213","18,223","0.64",
"觀光事業類指數      ","4,521,749","231,329,388","1,918","-0.07",
"金融保險類指數      ","228,555,559","3,649,450,249","50,077","1.35",
"貿易百貨類指數      ","33,947,753","1,496,015,656","14,440","0.11",
"油電燃氣類指數      ","3,282,812","177,209,923","1,716","-0.23",
"其他類指數          ","34,219,770","1,406,563,462","15,261","-0.05",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

