"101年03月30日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","13,366,546","442,635,834","4,438","0.24",
"食品類指數          ","28,376,741","1,032,498,887","10,866","4.57",
"塑膠類指數          ","82,635,724","3,538,955,883","27,532","3.22",
"紡織纖維類指數      ","44,502,507","838,051,013","12,641","2.45",
"電機機械類指數      ","43,592,876","3,021,875,952","18,914","2.12",
"電器電纜類指數      ","19,146,040","189,372,193","4,760","0.49",
"化學生技醫療類指數  ","38,133,156","1,634,142,910","18,531","0.56",
"化學類指數          ","27,484,192","1,114,097,199","12,513","0.79",
"生技醫療類指數      ","10,648,964","520,045,711","6,018","0.08",
"玻璃陶瓷類指數      ","8,509,882","200,969,087","3,065","-0.82",
"造紙類指數          ","7,662,875","96,387,451","2,135","0.48",
"鋼鐵類指數          ","51,253,409","1,221,177,623","15,497","1.31",
"橡膠類指數          ","16,267,435","803,251,258","6,778","0.32",
"汽車類指數          ","19,476,058","1,071,618,040","8,947","1.70",
"電子類指數          ","1,499,364,801","70,554,110,466","510,814","2.31",
"半導體類指數        ","369,326,876","16,688,962,656","120,376","0.90",
"電腦及週邊設備類指數","247,078,278","11,974,672,332","86,805","1.68",
"光電類指數          ","431,940,177","13,370,650,547","115,994","0.27",
"通信網路類指數      ","146,902,516","12,181,210,191","65,893","0.68",
"電子零組件類指數    ","150,924,314","5,725,976,393","59,449","0.40",
"電子通路類指數      ","43,722,882","1,577,553,533","18,255","1.60",
"資訊服務類指數      ","7,057,545","171,304,178","3,133","1.01",
"其他電子類指數      ","102,412,213","8,863,780,636","40,909","-0.71",
"建材營造類指數      ","82,276,876","1,999,626,534","28,896","2.35",
"航運業類指數        ","69,837,020","1,302,086,569","19,878","0.90",
"觀光事業類指數      ","6,847,282","713,928,205","3,851","0.85",
"金融保險類指數      ","335,042,244","5,884,223,518","74,381","5.55",
"貿易百貨類指數      ","24,080,931","1,177,293,972","10,949","4.07",
"油電燃氣類指數      ","5,455,345","302,028,762","2,349","-0.59",
"其他類指數          ","41,374,240","1,934,043,865","18,007","1.46",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

