"106年03月03日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","15,379,542","495,400,642","6,328","-0.30",
"食品類指數          ","24,151,797","1,167,799,360","10,756","-2.17",
"塑膠類指數          ","73,145,469","2,971,557,571","27,129","-2.46",
"紡織纖維類指數      ","49,744,470","1,662,493,739","19,677","-2.90",
"電機機械類指數      ","180,212,775","4,132,689,349","38,585","-0.12",
"電器電纜類指數      ","23,007,232","289,883,588","6,017","-0.03",
"化學生技醫療類指數  ","39,607,424","1,510,546,950","19,618","0.17",
"化學類指數          ","29,708,065","755,214,411","12,710","0.01",
"生技醫療類指數      ","9,899,359","755,332,539","6,908","0.27",
"玻璃陶瓷類指數      ","10,571,618","164,887,005","4,614","0.90",
"造紙類指數          ","131,609,468","2,763,301,703","36,660","11.21",
"鋼鐵類指數          ","65,400,568","1,084,011,978","22,014","-1.10",
"橡膠類指數          ","12,250,252","435,930,986","6,537","-1.98",
"汽車類指數          ","4,962,975","306,014,860","3,590","-1.18",
"電子類指數          ","1,060,960,396","47,501,210,149","427,425","-2.02",
"半導體類指數        ","270,076,990","13,621,816,667","100,293","-1.23",
"電腦及週邊設備類指數","137,608,831","5,409,255,993","60,013","0.30",
"光電類指數          ","344,568,207","11,869,657,872","118,770","-0.24",
"通信網路類指數      ","92,414,409","5,560,414,928","43,857","0.51",
"電子零組件類指數    ","123,125,497","4,854,420,034","58,171","-0.34",
"電子通路類指數      ","24,171,775","698,387,068","10,951","-0.69",
"資訊服務類指數      ","3,286,415","110,525,792","1,977","0.23",
"其他電子類指數      ","65,708,272","5,376,731,795","33,393","-0.65",
"建材營造類指數      ","57,008,669","1,046,145,668","20,300","1.50",
"航運業類指數        ","91,418,791","1,254,641,701","23,201","-0.22",
"觀光事業類指數      ","3,144,817","594,534,206","2,334","1.25",
"金融保險類指數      ","409,954,325","7,788,249,205","97,743","-4.15",
"貿易百貨類指數      ","21,864,713","1,276,774,882","11,161","-0.55",
"油電燃氣類指數      ","3,507,412","277,666,353","1,905","-1.17",
"其他類指數          ","34,337,410","2,180,187,150","19,846","-0.23",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

