"105年09月29日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","13,201,047","395,706,142","6,338","2.06",
"食品類指數          ","30,839,710","1,534,594,212","14,607","22.23",
"塑膠類指數          ","65,791,178","2,688,250,043","28,123","1.72",
"紡織纖維類指數      ","27,183,244","1,159,351,384","12,471","-1.00",
"電機機械類指數      ","117,255,315","2,704,546,716","28,734","0.07",
"電器電纜類指數      ","9,970,696","80,386,132","3,109","0.02",
"化學生技醫療類指數  ","24,182,350","1,401,191,231","14,217","0.12",
"化學類指數          ","11,180,079","338,585,260","5,602","-0.11",
"生技醫療類指數      ","13,002,271","1,062,605,971","8,615","0.28",
"玻璃陶瓷類指數      ","5,574,572","73,796,116","1,613","0.14",
"造紙類指數          ","4,506,262","59,598,493","2,158","-0.26",
"鋼鐵類指數          ","41,491,512","781,821,756","13,044","1.30",
"橡膠類指數          ","9,773,173","527,406,380","5,787","-0.37",
"汽車類指數          ","5,076,453","439,130,521","3,215","4.58",
"電子類指數          ","1,067,428,148","57,606,031,047","423,854","3.55",
"半導體類指數        ","288,231,929","20,529,209,517","106,951","1.27",
"電腦及週邊設備類指數","176,715,094","7,808,091,607","76,856","1.82",
"光電類指數          ","224,843,331","6,502,367,025","61,371","0.32",
"通信網路類指數      ","97,733,977","6,772,792,971","51,189","0.08",
"電子零組件類指數    ","151,726,236","6,812,761,833","72,263","0.58",
"電子通路類指數      ","17,140,924","634,813,454","10,000","0.85",
"資訊服務類指數      ","1,774,785","51,616,263","935","-0.28",
"其他電子類指數      ","109,261,872","8,494,378,377","44,289","0.94",
"建材營造類指數      ","27,843,019","584,433,739","10,819","0.54",
"航運業類指數        ","39,509,567","535,381,153","14,100","-0.34",
"觀光事業類指數      ","1,654,041","171,652,672","1,180","0.10",
"金融保險類指數      ","361,869,865","6,936,009,503","90,293","9.69",
"貿易百貨類指數      ","26,465,325","992,892,661","11,449","0.89",
"油電燃氣類指數      ","3,767,933","322,266,149","2,327","0.58",
"其他類指數          ","44,269,442","3,475,254,807","27,755","1.68",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

