"107年11月29日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","33,621,606","1,073,111,800","12,495","-0.40",
"食品類指數          ","17,051,552","937,931,730","9,093","-10.13",
"塑膠類指數          ","71,330,822","2,627,637,800","27,613","-1.05",
"紡織纖維類指數      ","34,212,346","1,641,917,731","15,128","-4.71",
"電機機械類指數      ","78,737,203","5,714,296,577","39,377","-0.07",
"電器電纜類指數      ","34,383,724","530,240,602","9,413","0.82",
"化學生技醫療類指數  ","60,716,948","3,155,976,709","32,434","0.43",
"化學類指數          ","40,661,660","1,414,623,221","18,475","0.27",
"生技醫療類指數      ","20,055,288","1,741,353,488","13,959","0.44",
"玻璃陶瓷類指數      ","1,312,288","17,559,130","659","-0.22",
"造紙類指數          ","8,104,244","131,733,802","3,510","0.38",
"鋼鐵類指數          ","78,558,037","2,342,798,511","29,667","0.17",
"橡膠類指數          ","18,390,064","595,832,236","9,031","3.71",
"汽車類指數          ","5,756,264","220,279,730","2,596","-0.43",
"電子類指數          ","1,647,245,719","100,782,784,035","711,799","1.76",
"半導體類指數        ","502,853,807","32,364,831,413","205,929","1.32",
"電腦及週邊設備類指數","139,983,914","5,325,121,909","67,409","-0.28",
"光電類指數          ","336,819,682","13,314,012,527","117,266","0.16",
"通信網路類指數      ","152,041,661","7,883,037,833","76,926","-0.88",
"電子零組件類指數    ","412,047,310","34,093,959,203","194,652","0.38",
"電子通路類指數      ","24,608,559","886,206,029","11,142","0.85",
"資訊服務類指數      ","2,225,857","44,572,960","1,113","0.19",
"其他電子類指數      ","76,664,929","6,871,042,161","37,362","0.20",
"建材營造類指數      ","45,170,987","752,010,213","15,534","-0.18",
"航運業類指數        ","138,277,501","2,191,954,234","39,021","0.00",
"觀光事業類指數      ","14,596,473","554,898,995","8,051","0.76",
"金融保險類指數      ","316,494,900","6,491,478,727","90,581","-7.07",
"貿易百貨類指數      ","17,057,493","841,073,290","7,828","-1.93",
"油電燃氣類指數      ","5,259,737","496,226,059","2,886","-3.58",
"其他類指數          ","34,686,193","2,395,461,676","18,608","1.20",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

