"104年11月17日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","10,633,771","321,348,531","5,586","-0.12",
"食品類指數          ","16,072,572","733,260,098","8,440","13.86",
"塑膠類指數          ","52,353,114","1,762,456,861","23,932","2.92",
"紡織纖維類指數      ","49,425,012","3,646,252,881","22,687","10.25",
"電機機械類指數      ","47,162,780","3,194,446,332","25,785","2.90",
"電器電纜類指數      ","9,204,427","73,942,720","2,780","0.15",
"化學生技醫療類指數  ","71,003,545","5,052,308,012","39,999","0.70",
"化學類指數          ","27,121,960","947,880,242","11,439","0.93",
"生技醫療類指數      ","43,881,585","4,104,427,770","28,560","0.29",
"玻璃陶瓷類指數      ","8,078,579","98,681,350","2,341","0.51",
"造紙類指數          ","1,924,300","20,213,097","701","1.52",
"鋼鐵類指數          ","22,634,661","414,073,803","9,902","0.41",
"橡膠類指數          ","11,499,293","429,278,158","6,897","3.23",
"汽車類指數          ","10,422,405","578,267,713","5,812","5.35",
"電子類指數          ","1,061,931,098","47,255,299,913","428,366","6.25",
"半導體類指數        ","299,063,070","14,136,760,998","109,041","2.14",
"電腦及週邊設備類指數","147,534,756","5,547,798,358","59,658","1.81",
"光電類指數          ","284,907,084","9,344,155,481","92,340","0.68",
"通信網路類指數      ","101,962,464","5,124,821,966","51,438","1.72",
"電子零組件類指數    ","129,210,064","5,596,481,797","63,795","0.76",
"電子通路類指數      ","13,638,383","389,624,654","7,253","1.36",
"資訊服務類指數      ","3,146,434","114,381,103","1,909","0.58",
"其他電子類指數      ","82,468,843","7,001,275,556","42,932","1.85",
"建材營造類指數      ","27,281,246","567,812,672","11,776","1.98",
"航運業類指數        ","74,086,555","1,196,784,881","23,228","0.32",
"觀光事業類指數      ","2,994,288","335,338,623","2,336","0.06",
"金融保險類指數      ","278,883,285","5,070,069,867","75,320","8.90",
"貿易百貨類指數      ","28,900,003","1,621,354,608","13,042","3.28",
"油電燃氣類指數      ","3,725,247","258,578,201","2,509","0.52",
"其他類指數          ","62,245,898","3,598,291,577","34,190","1.79",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

