"99年03月24日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","27,012,911","719,305,917","7,751","1.11",
"食品類指數          ","60,110,311","1,725,960,775","19,691","-1.51",
"塑膠類指數          ","158,882,942","3,862,996,343","34,078","0.17",
"紡織纖維類指數      ","96,664,216","1,368,521,150","20,917","-1.08",
"電機機械類指數      ","95,352,374","1,816,675,995","21,934","0.99",
"電器電纜類指數      ","33,769,965","582,966,135","7,938","-0.07",
"化學生技醫療類指數  ","74,875,565","2,458,070,435","26,574","-0.16",
"化學類指數          ","57,347,883","1,585,425,564","17,843","0.21",
"生技醫療類指數      ","17,527,682","872,644,871","8,731","-0.97",
"玻璃陶瓷類指數      ","28,875,873","667,603,152","6,248","-0.68",
"造紙類指數          ","39,580,304","613,295,671","7,889","1.67",
"鋼鐵類指數          ","152,297,112","2,916,949,175","35,836","1.19",
"橡膠類指數          ","29,530,688","1,242,063,510","9,941","-0.19",
"汽車類指數          ","11,682,017","330,636,278","3,444","-1.04",
"電子類指數          ","1,964,520,729","80,252,660,394","606,255","0.50",
"半導體類指數        ","482,194,848","19,877,128,588","135,462","0.70",
"電腦及週邊設備類指數","289,880,606","13,386,830,790","93,160","-0.49",
"光電類指數          ","605,015,146","20,888,957,477","171,042","0.38",
"通信網路類指數      ","120,758,207","5,723,873,839","42,161","0.01",
"電子零組件類指數    ","264,761,227","10,618,002,559","91,140","-0.40",
"電子通路類指數      ","71,437,686","2,652,487,470","22,954","0.47",
"資訊服務類指數      ","41,427,174","1,484,173,386","17,222","0.21",
"其他電子類指數      ","89,045,835","5,621,206,285","33,114","-0.59",
"建材營造類指數      ","67,264,569","1,641,881,335","20,795","-0.35",
"航運業類指數        ","69,309,052","2,870,508,452","15,440","0.08",
"觀光事業類指數      ","4,227,910","128,450,024","1,664","-0.30",
"金融保險類指數      ","392,714,500","7,609,769,801","71,751","0.37",
"貿易百貨類指數      ","27,273,095","888,942,945","8,551","-0.13",
"油電燃氣類指數      ","8,295,059","308,717,331","2,457","0.16",
"其他類指數          ","71,634,560","2,043,764,180","20,746","0.03",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

