"108年05月09日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","31,575,691","1,181,024,867","10,334","-1.05",
"食品類指數          ","32,853,875","2,059,868,198","17,351","-5.47",
"塑膠類指數          ","68,162,391","3,730,797,700","25,289","-4.02",
"紡織纖維類指數      ","42,485,835","2,703,734,574","19,364","-12.27",
"電機機械類指數      ","65,800,405","5,844,695,266","36,564","-3.95",
"電器電纜類指數      ","35,846,373","628,904,707","11,601","-1.27",
"化學生技醫療類指數  ","39,400,534","2,285,303,938","23,320","-1.30",
"化學類指數          ","23,763,006","969,594,672","12,351","-1.00",
"生技醫療類指數      ","15,637,528","1,315,709,266","10,969","-1.11",
"玻璃陶瓷類指數      ","2,191,086","25,633,365","813","-0.23",
"造紙類指數          ","9,409,620","159,333,167","3,755","-2.38",
"鋼鐵類指數          ","50,389,885","1,171,663,674","18,548","-1.14",
"橡膠類指數          ","36,108,729","818,331,410","12,181","-3.65",
"汽車類指數          ","6,268,231","543,109,704","2,898","-8.54",
"電子類指數          ","1,386,970,684","87,485,353,021","636,755","-9.13",
"半導體類指數        ","339,112,768","26,388,981,976","147,162","-2.88",
"電腦及週邊設備類指數","179,411,725","7,999,498,194","84,576","-1.86",
"光電類指數          ","322,028,659","20,317,055,394","121,109","-2.05",
"通信網路類指數      ","123,344,699","5,734,571,204","56,108","-1.39",
"電子零組件類指數    ","308,048,693","18,876,391,733","165,787","-3.10",
"電子通路類指數      ","30,029,454","1,191,369,842","16,930","-1.68",
"資訊服務類指數      ","9,386,024","312,097,107","5,176","-0.45",
"其他電子類指數      ","75,608,662","6,665,387,571","39,907","-1.67",
"建材營造類指數      ","54,749,827","982,280,031","18,653","-0.76",
"航運業類指數        ","81,971,688","1,388,114,836","27,420","-1.14",
"觀光事業類指數      ","4,622,845","396,941,955","2,528","0.13",
"金融保險類指數      ","462,327,081","9,077,359,817","118,769","-12.77",
"貿易百貨類指數      ","22,145,991","1,288,745,899","9,625","-4.49",
"油電燃氣類指數      ","6,978,933","674,108,961","3,445","-4.22",
"其他類指數          ","38,198,684","2,861,676,625","23,035","-4.11",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

