"105年06月29日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","7,746,740","227,632,868","4,522","-0.12",
"食品類指數          ","27,898,690","1,175,261,176","12,789","23.50",
"塑膠類指數          ","42,399,446","1,493,448,603","18,804","1.94",
"紡織纖維類指數      ","34,863,150","1,749,678,595","11,823","3.73",
"電機機械類指數      ","45,301,174","3,461,224,869","25,770","0.53",
"電器電纜類指數      ","4,576,801","42,004,021","1,929","0.03",
"化學生技醫療類指數  ","41,016,754","2,555,530,217","22,216","0.85",
"化學類指數          ","24,812,265","846,631,813","10,628","0.77",
"生技醫療類指數      ","16,204,489","1,708,898,404","11,588","0.66",
"玻璃陶瓷類指數      ","3,651,201","50,149,516","1,195","0.62",
"造紙類指數          ","7,347,955","104,839,294","2,413","1.66",
"鋼鐵類指數          ","26,936,705","577,073,443","9,670","1.58",
"橡膠類指數          ","14,194,464","561,664,334","7,343","0.38",
"汽車類指數          ","4,423,508","243,976,696","2,533","1.78",
"電子類指數          ","1,289,814,677","50,052,113,222","416,603","3.67",
"半導體類指數        ","224,748,457","14,660,622,432","93,265","1.52",
"電腦及週邊設備類指數","125,990,661","4,601,250,280","51,253","0.57",
"光電類指數          ","627,221,194","10,210,141,800","120,079","0.61",
"通信網路類指數      ","150,666,073","11,629,094,673","74,449","1.00",
"電子零組件類指數    ","81,820,448","4,011,113,251","40,577","0.97",
"電子通路類指數      ","19,756,099","497,249,388","9,182","0.57",
"資訊服務類指數      ","2,573,038","84,462,399","1,398","0.40",
"其他電子類指數      ","57,038,707","4,358,178,999","26,400","0.23",
"建材營造類指數      ","78,467,293","2,227,650,308","32,715","3.16",
"航運業類指數        ","59,389,934","749,945,536","18,086","0.61",
"觀光事業類指數      ","2,449,201","192,192,357","1,629","0.79",
"金融保險類指數      ","254,136,798","4,693,280,392","62,265","6.73",
"貿易百貨類指數      ","11,742,339","542,796,150","5,662","0.35",
"油電燃氣類指數      ","4,106,734","297,069,183","2,542","0.59",
"其他類指數          ","39,070,440","2,371,387,698","21,490","2.26",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

