"99年06月14日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","14,223,171","378,820,037","4,227","0.68",
"食品類指數          ","55,206,932","1,491,414,847","18,277","5.12",
"塑膠類指數          ","69,551,395","2,453,836,942","20,137","4.00",
"紡織纖維類指數      ","83,859,927","1,498,986,169","21,004","7.87",
"電機機械類指數      ","37,494,034","995,313,973","13,122","0.83",
"電器電纜類指數      ","15,195,859","181,492,213","3,785","0.23",
"化學生技醫療類指數  ","40,559,140","1,677,581,728","16,912","2.22",
"化學類指數          ","32,765,881","1,301,647,244","12,573","2.68",
"生技醫療類指數      ","7,793,259","375,934,484","4,339","0.64",
"玻璃陶瓷類指數      ","22,859,157","555,767,160","7,141","0.89",
"造紙類指數          ","11,495,923","180,564,081","2,730","3.31",
"鋼鐵類指數          ","48,693,649","970,930,726","14,820","1.49",
"橡膠類指數          ","31,227,706","1,132,692,710","10,735","4.09",
"汽車類指數          ","17,878,280","411,060,874","5,109","0.74",
"電子類指數          ","989,266,687","43,030,458,785","357,820","2.46",
"半導體類指數        ","264,379,422","12,736,370,628","88,928","0.57",
"電腦及週邊設備類指數","125,151,224","4,577,922,211","49,419","0.38",
"光電類指數          ","266,325,462","9,765,041,333","89,533","0.47",
"通信網路類指數      ","74,063,232","3,752,714,081","27,921","0.50",
"電子零組件類指數    ","140,013,190","4,919,695,163","50,816","0.88",
"電子通路類指數      ","21,338,578","1,011,097,694","9,278","0.84",
"資訊服務類指數      ","18,511,920","579,185,284","6,924","1.67",
"其他電子類指數      ","79,483,659","5,688,432,391","35,001","1.04",
"建材營造類指數      ","69,362,010","1,500,060,058","19,442","1.75",
"航運業類指數        ","127,030,197","2,317,833,142","25,845","1.21",
"觀光事業類指數      ","11,718,361","371,571,913","4,671","0.95",
"金融保險類指數      ","362,114,447","6,163,899,351","69,952","15.66",
"貿易百貨類指數      ","25,865,299","968,773,404","9,276","1.57",
"油電燃氣類指數      ","3,346,592","153,118,214","1,289","1.69",
"其他類指數          ","44,317,351","1,090,860,262","13,900","1.07",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

