"99年11月10日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","38,958,174","874,424,767","10,350","0.66",
"食品類指數          ","163,396,627","4,416,755,725","49,509","3.46",
"塑膠類指數          ","148,963,399","5,299,084,792","45,154","-1.90",
"紡織纖維類指數      ","250,010,619","5,403,052,701","58,494","-7.97",
"電機機械類指數      ","70,764,297","2,465,780,428","23,252","0.58",
"電器電纜類指數      ","103,913,260","1,870,730,939","16,723","0.73",
"化學生技醫療類指數  ","100,390,427","3,859,400,547","33,481","-1.23",
"化學類指數          ","89,611,912","3,348,550,943","27,823","-1.49",
"生技醫療類指數      ","10,778,515","510,849,604","5,658","-0.35",
"玻璃陶瓷類指數      ","7,317,040","179,520,795","2,693","-0.46",
"造紙類指數          ","46,895,976","895,877,889","12,328","2.65",
"鋼鐵類指數          ","209,822,137","5,250,788,254","55,838","1.83",
"橡膠類指數          ","54,713,516","2,103,520,888","17,671","-1.44",
"汽車類指數          ","69,230,973","2,514,125,074","22,038","-0.34",
"電子類指數          ","1,100,031,154","55,684,295,353","370,292","1.74",
"半導體類指數        ","286,727,771","12,585,535,568","87,067","0.06",
"電腦及週邊設備類指數","151,984,491","7,682,168,153","51,516","1.48",
"光電類指數          ","279,094,819","15,069,379,800","94,234","0.26",
"通信網路類指數      ","85,202,294","7,632,366,303","32,589","0.03",
"電子零組件類指數    ","128,162,032","4,989,717,832","44,836","0.61",
"電子通路類指數      ","36,005,162","1,872,777,702","14,394","2.26",
"資訊服務類指數      ","7,406,388","207,560,439","3,282","-0.51",
"其他電子類指數      ","125,448,197","5,644,789,556","42,374","0.75",
"建材營造類指數      ","255,325,051","6,381,956,753","70,494","-2.30",
"航運業類指數        ","213,347,541","5,795,747,534","53,074","-1.52",
"觀光事業類指數      ","5,827,851","285,682,111","2,298","-1.25",
"金融保險類指數      ","309,782,190","5,539,800,477","53,346","-5.27",
"貿易百貨類指數      ","35,246,036","1,422,614,773","13,314","-2.50",
"油電燃氣類指數      ","6,176,163","259,878,859","1,935","-0.72",
"其他類指數          ","54,997,652","1,743,094,020","16,366","0.25",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

