"105年10月17日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","8,015,920","246,554,210","4,372","0.06",
"食品類指數          ","31,912,128","1,275,322,638","16,408","3.43",
"塑膠類指數          ","59,743,015","2,203,768,361","22,628","-0.07",
"紡織纖維類指數      ","19,111,610","936,750,133","10,033","-0.98",
"電機機械類指數      ","60,320,127","2,801,212,840","26,016","-0.54",
"電器電纜類指數      ","12,699,022","136,629,116","3,121","0.10",
"化學生技醫療類指數  ","25,213,460","1,657,440,428","14,967","0.53",
"化學類指數          ","13,913,941","450,911,105","7,083","0.23",
"生技醫療類指數      ","11,299,519","1,206,529,323","7,884","0.66",
"玻璃陶瓷類指數      ","2,300,880","31,353,596","1,005","0.13",
"造紙類指數          ","4,950,406","64,461,185","2,035","0.30",
"鋼鐵類指數          ","23,595,250","438,633,365","9,552","-0.09",
"橡膠類指數          ","19,447,232","760,974,153","10,240","-1.43",
"汽車類指數          ","3,693,053","274,316,148","2,701","-3.11",
"電子類指數          ","686,913,648","36,360,939,003","296,737","0.76",
"半導體類指數        ","150,354,174","12,633,309,326","62,452","-0.46",
"電腦及週邊設備類指數","103,696,793","4,845,301,729","49,540","0.86",
"光電類指數          ","196,202,740","5,674,946,696","64,641","0.25",
"通信網路類指數      ","64,041,723","4,645,561,172","35,690","0.59",
"電子零組件類指數    ","108,778,959","4,064,683,132","51,975","0.53",
"電子通路類指數      ","12,974,591","418,515,116","6,645","0.54",
"資訊服務類指數      ","1,593,634","53,759,946","982","-0.11",
"其他電子類指數      ","49,271,034","4,024,861,886","24,812","0.64",
"建材營造類指數      ","24,638,986","367,131,446","7,939","-0.56",
"航運業類指數        ","29,393,541","373,526,909","10,445","-0.13",
"觀光事業類指數      ","1,946,064","251,501,486","1,560","-1.43",
"金融保險類指數      ","234,280,151","4,295,835,878","60,539","-1.78",
"貿易百貨類指數      ","16,062,681","607,225,316","7,397","-1.90",
"油電燃氣類指數      ","6,272,949","560,644,543","3,060","2.52",
"其他類指數          ","34,573,881","1,911,642,449","16,788","0.32",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

