"106年12月11日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","7,329,294","197,772,379","3,614","0.44",
"食品類指數          ","13,682,106","682,936,107","8,157","-6.78",
"塑膠類指數          ","97,192,777","2,545,677,616","27,691","-0.82",
"紡織纖維類指數      ","89,240,800","2,054,179,936","26,498","3.59",
"電機機械類指數      ","71,731,533","3,736,511,931","28,992","1.98",
"電器電纜類指數      ","37,208,124","521,812,886","10,723","0.51",
"化學生技醫療類指數  ","71,252,155","4,147,141,256","34,782","0.89",
"化學類指數          ","53,026,192","2,243,217,345","22,867","0.80",
"生技醫療類指數      ","18,225,963","1,903,923,911","11,915","0.70",
"玻璃陶瓷類指數      ","18,064,248","341,576,141","5,566","0.95",
"造紙類指數          ","7,666,807","193,595,129","3,282","1.77",
"鋼鐵類指數          ","35,977,975","633,891,609","10,672","0.02",
"橡膠類指數          ","11,921,708","491,062,504","6,019","0.48",
"汽車類指數          ","7,161,214","328,970,224","4,123","-0.37",
"電子類指數          ","1,511,117,153","84,649,109,501","600,387","4.42",
"半導體類指數        ","366,656,081","23,105,661,103","156,596","0.95",
"電腦及週邊設備類指數","186,125,656","6,636,332,925","71,449","1.10",
"光電類指數          ","429,098,272","17,871,071,361","133,243","0.88",
"通信網路類指數      ","115,391,537","9,041,467,246","52,874","0.56",
"電子零組件類指數    ","266,144,675","15,540,026,497","117,863","0.87",
"電子通路類指數      ","25,139,084","733,814,909","11,250","0.80",
"資訊服務類指數      ","4,701,200","88,411,828","2,136","0.47",
"其他電子類指數      ","117,860,648","11,632,323,632","54,976","2.37",
"建材營造類指數      ","49,953,309","770,116,525","12,893","2.20",
"航運業類指數        ","67,155,032","1,199,145,970","20,180","0.54",
"觀光事業類指數      ","1,869,321","204,112,221","1,325","0.25",
"金融保險類指數      ","211,022,142","4,126,733,102","58,371","1.52",
"貿易百貨類指數      ","17,216,674","608,483,565","6,555","1.40",
"油電燃氣類指數      ","3,046,072","194,679,559","1,650","1.25",
"其他類指數          ","34,903,866","2,449,626,818","20,126","2.50",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

