"103年12月26日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","7,583,001","299,874,762","2,805","0.04",
"食品類指數          ","9,088,766","277,785,302","4,616","0.36",
"塑膠類指數          ","87,677,469","1,993,232,607","23,194","1.18",
"紡織纖維類指數      ","35,754,679","883,374,205","12,012","1.65",
"電機機械類指數      ","30,016,163","1,020,691,768","11,852","0.26",
"電器電纜類指數      ","8,533,573","89,770,489","3,282","0.16",
"化學生技醫療類指數  ","56,665,389","1,723,480,665","22,658","0.24",
"化學類指數          ","42,969,783","1,004,814,105","14,656","0.02",
"生技醫療類指數      ","13,695,606","718,666,560","8,002","0.38",
"玻璃陶瓷類指數      ","3,088,165","40,206,538","659","-0.01",
"造紙類指數          ","3,342,669","43,049,094","1,299","0.26",
"鋼鐵類指數          ","56,357,307","1,183,307,778","17,856","0.78",
"橡膠類指數          ","10,150,813","472,857,965","4,402","-1.16",
"汽車類指數          ","5,217,122","273,936,211","2,499","3.15",
"電子類指數          ","1,023,815,419","33,008,253,745","327,626","2.46",
"半導體類指數        ","257,774,793","9,741,868,480","85,989","1.13",
"電腦及週邊設備類指數","122,728,284","3,826,696,743","44,766","0.47",
"光電類指數          ","416,218,589","9,563,542,908","96,222","0.47",
"通信網路類指數      ","50,857,950","2,442,369,621","22,248","0.25",
"電子零組件類指數    ","102,089,053","3,668,581,200","45,103","0.48",
"電子通路類指數      ","15,219,613","455,356,056","7,194","0.18",
"資訊服務類指數      ","10,156,282","563,632,348","5,267","1.43",
"其他電子類指數      ","48,770,855","2,746,206,389","20,837","0.14",
"建材營造類指數      ","46,412,443","1,157,988,860","16,718","2.87",
"航運業類指數        ","86,986,577","1,655,373,460","18,776","0.26",
"觀光事業類指數      ","1,499,100","92,298,731","763","0.20",
"金融保險類指數      ","147,060,748","2,503,541,739","35,824","5.15",
"貿易百貨類指數      ","43,150,870","1,486,648,414","13,282","2.27",
"油電燃氣類指數      ","2,185,505","116,369,354","1,046","1.33",
"其他類指數          ","19,007,550","818,868,869","10,202","1.41",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

