"98年12月16日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","21,479,479","631,364,967","7,839","-0.97",
"食品類指數          ","67,278,657","2,055,954,597","21,558","-12.48",
"塑膠類指數          ","56,236,359","1,592,647,380","17,514","-2.39",
"紡織纖維類指數      ","114,052,486","1,412,067,760","21,809","2.89",
"電機機械類指數      ","85,784,950","2,090,454,198","27,900","-0.46",
"電器電纜類指數      ","41,960,003","520,959,712","9,383","-0.58",
"化學生技醫療類指數  ","70,965,585","2,216,950,147","26,689","-0.63",
"化學類指數          ","52,620,782","1,372,336,339","17,754","-0.56",
"生技醫療類指數      ","18,344,803","844,613,808","8,935","-0.68",
"玻璃陶瓷類指數      ","11,550,187","236,212,669","3,790","-0.80",
"造紙類指數          ","24,655,539","419,289,729","6,375","-2.69",
"鋼鐵類指數          ","120,792,649","2,451,882,454","32,314","-1.31",
"橡膠類指數          ","36,860,167","1,175,117,685","12,537","-0.88",
"汽車類指數          ","14,287,336","390,138,905","4,779","-0.77",
"電子類指數          ","2,246,784,489","85,243,536,765","710,856","-1.33",
"半導體類指數        ","495,798,737","21,553,249,310","163,651","-0.57",
"電腦及週邊設備類指數","315,655,900","13,616,883,670","103,644","-0.57",
"光電類指數          ","505,198,481","17,064,999,605","144,119","0.01",
"通信網路類指數      ","221,206,387","8,438,678,219","73,340","-0.19",
"電子零組件類指數    ","378,700,635","11,225,589,719","115,857","-0.22",
"電子通路類指數      ","114,517,840","3,773,172,545","39,260","-0.02",
"資訊服務類指數      ","40,581,674","1,132,725,870","14,364","-0.83",
"其他電子類指數      ","175,124,835","8,438,237,827","56,621","-0.21",
"建材營造類指數      ","60,937,134","1,495,230,044","19,467","-2.69",
"航運業類指數        ","60,246,462","1,163,866,089","16,454","-0.25",
"觀光事業類指數      ","13,879,472","420,818,159","4,844","0.22",
"金融保險類指數      ","333,925,377","6,452,665,396","79,633","-13.41",
"貿易百貨類指數      ","30,559,202","1,191,767,398","11,636","-1.63",
"油電燃氣類指數      ","4,873,850","217,496,943","1,727","-1.34",
"其他類指數          ","59,624,360","1,755,556,926","20,607","-1.07",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

