"108年11月19日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","36,101,032","1,440,123,901","13,180","0.29",
"食品類指數          ","16,217,710","856,018,390","8,418","1.73",
"塑膠類指數          ","32,455,940","1,368,156,325","14,786","-0.17",
"紡織纖維類指數      ","26,238,881","940,258,881","11,106","1.82",
"電機機械類指數      ","27,062,625","1,439,346,922","12,866","1.07",
"電器電纜類指數      ","7,375,148","128,775,398","2,751","-0.18",
"化學生技醫療類指數  ","40,212,800","2,537,785,715","22,892","0.30",
"化學類指數          ","17,355,114","439,057,161","7,975","-0.30",
"生技醫療類指數      ","22,857,686","2,098,728,554","14,917","0.60",
"玻璃陶瓷類指數      ","9,199,400","90,368,501","1,761","-0.32",
"造紙類指數          ","8,329,192","105,770,801","2,836","0.46",
"鋼鐵類指數          ","17,122,317","420,640,905","7,517","0.26",
"橡膠類指數          ","16,017,432","561,543,694","7,464","-1.07",
"汽車類指數          ","13,145,060","929,285,694","7,757","1.92",
"電子類指數          ","1,321,798,697","90,310,456,409","570,864","4.04",
"半導體類指數        ","398,681,906","33,358,841,010","166,277","2.11",
"電腦及週邊設備類指數","132,144,725","8,126,555,200","61,936","0.72",
"光電類指數          ","218,924,853","8,022,766,796","69,888","-0.04",
"通信網路類指數      ","87,801,882","4,248,272,568","36,366","-0.28",
"電子零組件類指數    ","306,629,213","20,737,915,356","146,675","0.55",
"電子通路類指數      ","22,104,857","859,512,324","11,885","-0.31",
"資訊服務類指數      ","3,799,145","224,907,078","2,713","0.88",
"其他電子類指數      ","151,712,116","14,731,686,077","75,124","1.64",
"建材營造類指數      ","58,601,356","1,461,939,803","25,075","0.98",
"航運業類指數        ","31,917,352","546,920,495","10,847","-0.10",
"觀光事業類指數      ","2,621,808","233,453,631","2,105","-0.41",
"金融保險類指數      ","214,161,125","4,506,842,969","62,051","0.72",
"貿易百貨類指數      ","15,099,663","751,823,921","7,160","1.68",
"油電燃氣類指數      ","2,674,321","224,516,994","1,811","-0.72",
"其他類指數          ","38,341,527","2,754,137,614","23,194","0.13",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

