"101年08月10日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","20,856,577","712,686,475","6,227","0.15",
"食品類指數          ","31,771,067","1,248,905,059","13,573","-12.60",
"塑膠類指數          ","82,206,118","2,563,552,354","25,760","0.62",
"紡織纖維類指數      ","36,112,965","633,621,775","12,036","0.73",
"電機機械類指數      ","26,543,506","1,545,264,270","11,350","-0.22",
"電器電纜類指數      ","17,032,991","164,267,720","4,246","0.02",
"化學生技醫療類指數  ","48,125,095","1,828,229,960","21,671","0.49",
"化學類指數          ","34,008,993","1,136,295,797","13,889","0.34",
"生技醫療類指數      ","14,116,102","691,934,163","7,782","0.52",
"玻璃陶瓷類指數      ","5,498,506","109,781,078","1,704","0.31",
"造紙類指數          ","4,350,390","46,194,212","1,260","0.58",
"鋼鐵類指數          ","26,762,744","561,626,390","7,942","0.14",
"橡膠類指數          ","20,965,261","1,040,477,293","8,679","-3.04",
"汽車類指數          ","13,490,552","738,464,337","5,690","-1.52",
"電子類指數          ","1,226,103,359","69,104,957,947","462,610","1.37",
"半導體類指數        ","255,393,699","13,996,534,244","93,724","-0.12",
"電腦及週邊設備類指數","172,599,250","9,885,805,766","71,405","-0.15",
"光電類指數          ","339,459,536","17,180,072,071","105,316","0.40",
"通信網路類指數      ","129,802,232","8,399,452,998","59,565","0.03",
"電子零組件類指數    ","172,084,400","8,198,077,143","67,476","1.56",
"電子通路類指數      ","12,492,503","459,324,978","5,612","0.32",
"資訊服務類指數      ","8,699,574","396,357,118","4,174","1.42",
"其他電子類指數      ","135,572,165","10,589,333,629","55,338","1.29",
"建材營造類指數      ","41,239,387","1,153,007,700","13,978","-0.79",
"航運業類指數        ","49,758,744","877,767,003","14,507","-0.41",
"觀光事業類指數      ","7,077,692","364,874,182","2,742","-1.38",
"金融保險類指數      ","386,655,000","6,216,144,277","72,575","-5.98",
"貿易百貨類指數      ","32,162,753","1,639,088,387","13,470","-0.22",
"油電燃氣類指數      ","3,297,852","213,508,642","1,803","0.11",
"其他類指數          ","63,990,163","3,155,289,100","25,366","-1.62",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

