"97年05月16日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥工業            ","49,402,000","1,782,327,000","13,896","-0.81",
"食品工業            ","81,068,000","2,157,100,000","24,625","-8.98",
"塑膠工業            ","170,683,000","5,301,161,000","40,853","-0.49",
"紡織纖維            ","79,999,000","1,670,546,000","17,674","0.94",
"電機機械            ","61,761,000","1,457,135,000","16,930","0.50",
"電器電纜            ","80,021,000","1,142,673,000","16,677","-0.37",
"化學生技醫療        ","154,833,000","5,793,793,000","46,796","1.06",
"玻璃陶瓷            ","50,936,000","915,189,000","11,655","-0.43",
"造紙工業            ","51,423,000","930,712,000","10,729","2.12",
"鋼鐵工業            ","245,369,000","6,546,277,000","57,112","-0.78",
"橡膠工業            ","57,905,000","2,656,201,000","18,084","0.20",
"汽車工業            ","22,135,000","712,452,000","6,547","-0.40",
"電子工業            ","2,087,339,000","108,308,258,000","588,764","2.43",
"建材營造            ","189,703,000","6,122,723,000","52,137","-1.00",
"航運業              ","334,713,000","11,822,489,000","81,494","1.49",
"觀光事業            ","16,647,000","907,741,000","5,791","5.30",
"金融保險            ","495,577,000","14,193,053,000","81,740","5.57",
"貿易百貨            ","60,819,000","2,121,900,000","17,110","1.00",
"其他                ","84,297,000","2,499,705,000","25,242","0.12",
"化學工業            ","139,174,000","5,245,798,000","40,072","1.23",
"生技醫療            ","15,659,000","547,995,000","6,724","0.39",
"油電燃氣            ","25,835,000","1,020,664,000","8,961","0.04",
"半導體              ","602,183,000","30,798,130,000","159,945","0.90",
"電腦及週邊設備      ","301,865,000","13,610,113,000","86,841","0.66",
"光電                ","672,609,000","28,250,313,000","171,103","-0.39",
"通信網路            ","127,484,000","12,759,315,000","46,096","1.71",
"電子零組件          ","149,172,000","6,201,469,000","51,297","0.19",
"電子通路            ","60,430,000","2,959,676,000","20,972","0.29",
"資訊服務            ","3,914,000","241,044,000","1,708","-0.55",
"其他電子            ","169,682,000","13,488,198,000","50,802","0.47",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

