"107年10月15日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","22,532,308","841,521,096","8,230","-2.30",
"食品類指數          ","22,136,280","1,108,528,267","10,967","-10.23",
"塑膠類指數          ","58,386,683","3,465,358,692","23,136","-6.49",
"紡織纖維類指數      ","39,761,006","1,388,410,243","18,499","-9.15",
"電機機械類指數      ","56,156,840","3,291,892,018","29,739","-1.18",
"電器電纜類指數      ","25,679,536","393,109,197","8,109","-0.90",
"化學生技醫療類指數  ","46,189,662","2,755,882,889","24,985","-0.03",
"化學類指數          ","27,178,928","790,060,142","12,603","-0.39",
"生技醫療類指數      ","19,010,734","1,965,822,747","12,382","0.29",
"玻璃陶瓷類指數      ","4,815,137","63,144,724","2,045","-1.34",
"造紙類指數          ","12,665,856","234,572,271","5,926","2.36",
"鋼鐵類指數          ","64,750,557","2,473,823,066","29,120","-1.24",
"橡膠類指數          ","14,819,341","483,936,434","7,934","-2.52",
"汽車類指數          ","6,534,884","315,855,838","3,984","-3.35",
"電子類指數          ","1,099,589,290","72,194,975,679","476,862","-5.75",
"半導體類指數        ","359,823,946","24,045,413,285","128,484","-3.12",
"電腦及週邊設備類指數","116,398,039","4,051,214,296","51,348","-0.73",
"光電類指數          ","239,130,116","9,117,334,859","79,395","-0.33",
"通信網路類指數      ","64,401,743","4,323,630,556","33,902","-1.12",
"電子零組件類指數    ","217,923,100","23,158,240,259","129,173","-0.07",
"電子通路類指數      ","17,074,292","572,537,061","9,529","-0.28",
"資訊服務類指數      ","8,320,059","136,068,502","3,937","0.17",
"其他電子類指數      ","76,517,995","6,790,536,861","41,094","-1.09",
"建材營造類指數      ","50,013,126","997,720,925","19,401","-2.86",
"航運業類指數        ","106,413,337","2,434,385,375","42,357","0.04",
"觀光事業類指數      ","2,496,382","206,414,325","1,750","-0.11",
"金融保險類指數      ","439,448,982","8,758,013,781","108,829","-17.05",
"貿易百貨類指數      ","27,358,621","1,303,562,499","11,539","0.43",
"油電燃氣類指數      ","5,671,956","548,105,081","3,338","-4.81",
"其他類指數          ","36,307,542","2,222,357,176","22,077","-3.53",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

