"104年07月07日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","7,980,520","295,373,781","3,857","-1.01",
"食品類指數          ","19,554,465","1,031,287,568","7,830","2.13",
"塑膠類指數          ","40,429,117","1,571,920,905","17,765","-0.64",
"紡織纖維類指數      ","64,882,358","2,817,408,852","25,164","-11.05",
"電機機械類指數      ","34,855,773","2,310,108,094","19,252","-1.55",
"電器電纜類指數      ","13,662,152","110,513,348","3,742","-0.14",
"化學生技醫療類指數  ","29,079,228","2,067,429,917","17,095","0.27",
"化學類指數          ","14,481,467","908,525,920","7,576","-0.31",
"生技醫療類指數      ","14,597,761","1,158,903,997","9,519","0.73",
"玻璃陶瓷類指數      ","2,328,832","28,531,024","877","0.50",
"造紙類指數          ","4,495,805","52,987,616","1,165","0.65",
"鋼鐵類指數          ","18,553,117","384,336,138","6,368","-0.01",
"橡膠類指數          ","8,504,211","314,920,068","4,360","-0.13",
"汽車類指數          ","4,156,396","276,042,101","2,527","3.21",
"電子類指數          ","1,153,287,196","54,054,022,048","410,589","-0.94",
"半導體類指數        ","447,457,995","16,743,467,620","122,408","-0.35",
"電腦及週邊設備類指數","140,711,597","6,118,968,589","57,494","-0.18",
"光電類指數          ","228,405,331","9,604,502,911","64,071","-1.04",
"通信網路類指數      ","125,769,299","6,583,171,469","62,588","0.43",
"電子零組件類指數    ","128,478,596","7,499,219,075","60,542","-0.18",
"電子通路類指數      ","10,980,616","376,673,085","6,158","0.55",
"資訊服務類指數      ","17,102,243","649,129,803","8,687","-0.88",
"其他電子類指數      ","54,381,519","6,478,889,496","28,641","0.54",
"建材營造類指數      ","25,348,808","515,705,688","10,081","1.22",
"航運業類指數        ","181,886,188","3,146,182,320","39,760","1.52",
"觀光事業類指數      ","4,093,239","341,332,121","2,590","0.13",
"金融保險類指數      ","238,663,093","5,078,227,966","53,691","9.77",
"貿易百貨類指數      ","11,576,251","491,052,829","5,460","1.56",
"油電燃氣類指數      ","5,521,517","401,782,895","2,642","-1.74",
"其他類指數          ","34,489,520","2,315,106,562","20,587","0.31",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

