"98年08月03日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","47,018,840","1,315,635,837","12,069","0.63",
"食品類指數          ","92,122,071","1,794,903,228","24,038","1.85",
"塑膠類指數          ","139,920,882","2,327,846,648","26,998","0.14",
"紡織纖維類指數      ","163,063,035","2,461,986,814","32,460","0.74",
"電機機械類指數      ","91,748,977","1,877,630,412","25,367","1.79",
"電器電纜類指數      ","67,361,323","795,657,128","12,728","0.99",
"化學生技醫療類指數  ","137,737,565","4,765,135,941","45,443","0.49",
"化學類指數          ","88,699,274","2,913,483,824","25,548","0.90",
"生技醫療類指數      ","49,038,291","1,851,652,117","19,895","-0.72",
"玻璃陶瓷類指數      ","11,023,578","154,384,186","2,571","0.24",
"造紙類指數          ","43,223,394","934,122,102","9,493","7.27",
"鋼鐵類指數          ","334,103,291","7,414,536,997","74,137","2.34",
"橡膠類指數          ","111,992,527","3,574,161,898","29,236","3.33",
"汽車類指數          ","26,496,610","675,856,099","8,997","1.65",
"電子類指數          ","2,497,592,099","78,018,316,698","626,773","-3.32",
"半導體類指數        ","665,034,474","23,636,943,002","167,295","-0.55",
"電腦及週邊設備類指數","267,276,405","9,576,050,833","83,202","-1.68",
"光電類指數          ","741,935,088","15,866,807,533","143,491","-0.71",
"通信網路類指數      ","195,062,433","9,385,305,170","64,229","-4.41",
"電子零組件類指數    ","363,163,108","9,329,455,827","89,929","0.50",
"電子通路類指數      ","89,817,326","3,233,177,712","30,839","1.62",
"資訊服務類指數      ","15,273,115","458,384,453","3,898","1.29",
"其他電子類指數      ","160,030,150","6,532,192,168","43,890","0.48",
"建材營造類指數      ","155,698,255","4,506,365,664","44,815","0.96",
"航運業類指數        ","126,782,834","2,716,545,323","32,586","0.73",
"觀光事業類指數      ","13,380,829","501,667,396","4,056","-2.62",
"金融保險類指數      ","584,141,116","10,520,280,130","97,016","6.80",
"貿易百貨類指數      ","32,882,520","858,228,981","10,872","0.91",
"油電燃氣類指數      ","9,186,634","423,009,776","3,359","-0.36",
"其他類指數          ","86,100,145","2,324,066,260","24,387","1.21",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

