"106年06月03日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","2,670,986","56,023,661","921","0.24",
"食品類指數          ","15,792,117","559,253,992","7,311","-5.30",
"塑膠類指數          ","27,911,878","1,245,465,188","11,831","0.71",
"紡織纖維類指數      ","20,916,286","600,816,016","8,366","-0.23",
"電機機械類指數      ","54,700,656","1,607,099,788","20,040","0.96",
"電器電纜類指數      ","7,031,826","81,873,664","2,380","0.11",
"化學生技醫療類指數  ","15,688,549","687,584,979","8,391","0.33",
"化學類指數          ","10,373,954","368,302,008","4,885","0.36",
"生技醫療類指數      ","5,314,595","319,282,971","3,506","0.22",
"玻璃陶瓷類指數      ","1,742,536","24,530,664","525","0.32",
"造紙類指數          ","15,497,313","378,377,934","5,348","1.89",
"鋼鐵類指數          ","11,517,196","195,848,177","4,427","0.10",
"橡膠類指數          ","4,539,522","174,850,168","2,750","0.39",
"汽車類指數          ","5,042,845","449,956,369","3,020","-6.85",
"電子類指數          ","858,826,883","31,765,193,042","321,491","0.37",
"半導體類指數        ","287,442,405","9,477,702,880","100,511","0.10",
"電腦及週邊設備類指數","83,994,123","2,497,396,360","32,163","0.03",
"光電類指數          ","228,535,217","6,980,787,948","72,615","0.21",
"通信網路類指數      ","58,130,483","3,076,596,609","27,763","-0.12",
"電子零組件類指數    ","143,003,634","5,474,542,029","61,910","0.30",
"電子通路類指數      ","11,484,690","381,691,911","4,738","0.01",
"資訊服務類指數      ","1,669,092","57,613,502","931","0.48",
"其他電子類指數      ","44,567,239","3,818,861,803","20,860","-0.03",
"建材營造類指數      ","23,636,565","373,123,968","7,713","0.85",
"航運業類指數        ","23,805,954","444,456,455","7,317","-0.06",
"觀光事業類指數      ","7,367,999","723,824,780","5,110","0.31",
"金融保險類指數      ","96,420,264","1,890,144,374","24,699","2.19",
"貿易百貨類指數      ","26,355,457","539,364,105","6,758","-1.03",
"油電燃氣類指數      ","2,256,567","172,489,366","1,169","-0.63",
"其他類指數          ","19,885,898","1,154,154,383","10,962","0.05",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

