"102年08月29日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","17,510,845","599,913,338","5,042","0.06",
"食品類指數          ","19,002,850","851,355,602","8,714","2.65",
"塑膠類指數          ","53,613,002","2,137,705,341","21,719","5.01",
"紡織纖維類指數      ","21,082,189","982,002,320","9,330","4.99",
"電機機械類指數      ","49,485,492","2,633,735,134","25,093","1.88",
"電器電纜類指數      ","9,711,865","98,516,148","2,456","0.22",
"化學生技醫療類指數  ","55,105,440","2,294,105,602","26,696","0.80",
"化學類指數          ","23,036,875","759,676,612","9,410","0.92",
"生技醫療類指數      ","32,068,565","1,534,428,990","17,286","0.44",
"玻璃陶瓷類指數      ","3,135,354","50,364,228","1,142","0.72",
"造紙類指數          ","15,773,834","220,230,261","4,992","1.03",
"鋼鐵類指數          ","37,786,907","888,569,987","12,747","0.07",
"橡膠類指數          ","75,300,410","4,173,480,600","9,794","4.23",
"汽車類指數          ","14,979,099","830,542,051","7,166","8.28",
"電子類指數          ","1,070,917,676","46,986,206,274","367,275","3.37",
"半導體類指數        ","259,852,566","17,242,390,304","84,829","1.24",
"電腦及週邊設備類指數","182,594,714","7,546,943,982","64,606","1.00",
"光電類指數          ","246,602,488","6,780,241,296","69,394","0.19",
"通信網路類指數      ","113,390,829","4,796,717,849","48,371","0.79",
"電子零組件類指數    ","118,892,274","4,434,775,428","49,091","1.61",
"電子通路類指數      ","20,796,339","874,218,275","9,082","0.35",
"資訊服務類指數      ","6,498,576","165,063,527","3,176","0.38",
"其他電子類指數      ","122,289,890","5,145,855,613","38,726","0.42",
"建材營造類指數      ","65,253,949","1,628,625,607","23,005","3.86",
"航運業類指數        ","43,593,127","544,977,896","10,664","0.68",
"觀光事業類指數      ","2,128,896","181,254,315","1,275","0.87",
"金融保險類指數      ","212,226,967","4,125,061,038","48,570","7.67",
"貿易百貨類指數      ","13,062,787","775,481,638","6,047","-0.17",
"油電燃氣類指數      ","2,429,115","137,517,858","1,415","1.93",
"其他類指數          ","71,571,131","3,215,260,933","29,142","3.95",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

