"103年03月26日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","15,700,641","470,549,196","4,976","0.00",
"食品類指數          ","28,313,064","1,001,240,651","11,828","15.99",
"塑膠類指數          ","70,520,212","2,267,057,025","27,769","-2.02",
"紡織纖維類指數      ","73,401,416","1,725,597,790","24,340","2.60",
"電機機械類指數      ","76,502,683","3,650,475,062","31,089","0.40",
"電器電纜類指數      ","17,677,633","204,466,533","3,958","-0.07",
"化學生技醫療類指數  ","36,012,148","1,663,996,676","16,960","0.03",
"化學類指數          ","25,769,525","979,232,155","10,130","0.06",
"生技醫療類指數      ","10,242,623","684,764,521","6,830","0.00",
"玻璃陶瓷類指數      ","3,807,364","79,984,725","1,471","-0.97",
"造紙類指數          ","3,533,984","50,879,013","1,919","0.01",
"鋼鐵類指數          ","54,591,376","1,195,826,403","19,103","-0.19",
"橡膠類指數          ","14,849,149","843,249,074","7,637","0.24",
"汽車類指數          ","14,668,623","867,397,584","5,677","1.61",
"電子類指數          ","1,485,465,917","63,257,709,389","523,581","3.28",
"半導體類指數        ","345,505,390","18,571,888,892","118,558","1.46",
"電腦及週邊設備類指數","205,421,852","8,661,926,828","79,932","1.10",
"光電類指數          ","464,240,775","11,179,528,686","118,043","0.55",
"通信網路類指數      ","105,388,100","7,559,145,605","52,777","-0.46",
"電子零組件類指數    ","234,110,396","9,839,416,992","99,369","1.19",
"電子通路類指數      ","45,772,531","1,329,697,237","15,912","0.31",
"資訊服務類指數      ","11,044,746","627,468,605","5,398","0.58",
"其他電子類指數      ","73,982,127","5,488,636,544","33,592","0.29",
"建材營造類指數      ","95,342,871","3,249,975,235","37,193","3.69",
"航運業類指數        ","28,030,658","460,460,054","10,527","0.19",
"觀光事業類指數      ","3,707,719","392,566,403","2,103","1.43",
"金融保險類指數      ","239,655,956","4,552,086,660","59,059","2.73",
"貿易百貨類指數      ","18,983,684","1,318,532,412","8,970","-1.57",
"油電燃氣類指數      ","2,633,541","141,804,776","1,703","-0.70",
"其他類指數          ","55,231,672","2,810,394,526","26,536","2.06",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

