"105年07月04日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","15,201,842","486,870,093","8,304","1.51",
"食品類指數          ","24,630,585","1,012,353,172","12,088","-1.15",
"塑膠類指數          ","52,234,282","2,189,112,279","20,268","0.71",
"紡織纖維類指數      ","25,063,744","855,653,837","10,481","-0.39",
"電機機械類指數      ","45,583,584","2,844,464,939","24,527","0.62",
"電器電纜類指數      ","6,182,357","63,024,731","2,713","0.08",
"化學生技醫療類指數  ","33,324,662","2,351,007,760","18,594","0.66",
"化學類指數          ","19,152,597","580,629,400","8,185","0.76",
"生技醫療類指數      ","14,172,065","1,770,378,360","10,409","0.38",
"玻璃陶瓷類指數      ","2,779,039","31,354,723","631","0.24",
"造紙類指數          ","15,837,833","227,831,062","4,365","1.66",
"鋼鐵類指數          ","33,921,700","766,327,720","10,594","1.20",
"橡膠類指數          ","13,259,976","537,319,992","7,727","-1.56",
"汽車類指數          ","4,794,129","250,143,477","2,721","2.20",
"電子類指數          ","921,681,372","40,521,408,107","347,501","1.80",
"半導體類指數        ","189,833,849","14,248,318,740","80,752","0.37",
"電腦及週邊設備類指數","122,854,450","4,861,618,555","52,063","0.92",
"光電類指數          ","333,612,782","6,401,666,654","86,312","0.27",
"通信網路類指數      ","96,928,949","5,741,694,038","46,049","0.31",
"電子零組件類指數    ","101,114,272","4,364,248,459","46,338","0.71",
"電子通路類指數      ","16,667,923","506,741,279","8,078","0.51",
"資訊服務類指數      ","2,980,553","105,756,430","1,607","0.54",
"其他電子類指數      ","57,688,594","4,291,363,952","26,302","0.47",
"建材營造類指數      ","38,672,097","1,127,121,522","15,649","1.03",
"航運業類指數        ","52,400,270","731,545,984","17,750","0.29",
"觀光事業類指數      ","2,838,158","250,223,540","2,032","-0.44",
"金融保險類指數      ","193,237,911","3,355,926,700","52,340","0.69",
"貿易百貨類指數      ","13,169,814","661,719,439","6,259","0.83",
"油電燃氣類指數      ","6,474,091","505,804,384","3,032","-4.57",
"其他類指數          ","33,036,822","1,987,774,895","19,502","0.32",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

