"107年11月23日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","12,935,136","426,314,356","5,601","-0.33",
"食品類指數          ","8,003,775","384,665,955","4,569","-2.64",
"塑膠類指數          ","40,593,821","1,569,566,412","17,485","-1.26",
"紡織纖維類指數      ","25,865,071","940,402,730","11,705","-4.17",
"電機機械類指數      ","41,135,477","2,859,096,700","22,166","-1.79",
"電器電纜類指數      ","11,551,806","156,308,327","3,699","-0.13",
"化學生技醫療類指數  ","29,964,703","1,559,272,244","16,969","-0.19",
"化學類指數          ","19,271,194","639,502,720","9,870","-0.08",
"生技醫療類指數      ","10,693,509","919,769,524","7,099","-0.22",
"玻璃陶瓷類指數      ","777,430","10,675,554","485","-0.44",
"造紙類指數          ","15,368,752","260,047,683","5,417","-0.87",
"鋼鐵類指數          ","40,709,651","1,437,694,005","17,818","-0.68",
"橡膠類指數          ","9,861,847","344,173,947","4,992","-2.73",
"汽車類指數          ","2,822,485","115,812,944","1,534","-1.58",
"電子類指數          ","987,381,919","52,465,901,351","437,934","-1.35",
"半導體類指數        ","219,319,573","12,684,860,804","97,211","-0.54",
"電腦及週邊設備類指數","83,841,702","2,985,269,606","38,740","-0.27",
"光電類指數          ","234,208,767","8,943,997,799","90,573","0.01",
"通信網路類指數      ","162,663,969","5,127,117,059","63,695","0.45",
"電子零組件類指數    ","228,598,465","17,928,444,805","114,238","-1.09",
"電子通路類指數      ","9,026,310","304,518,558","4,894","-0.28",
"資訊服務類指數      ","1,348,052","33,065,866","704","-0.26",
"其他電子類指數      ","48,375,081","4,458,626,854","27,879","-0.83",
"建材營造類指數      ","21,967,488","390,057,085","7,936","-0.61",
"航運業類指數        ","37,896,028","670,344,313","13,070","-0.41",
"觀光事業類指數      ","3,253,387","167,407,334","1,912","0.23",
"金融保險類指數      ","223,270,730","4,237,069,861","55,246","-6.78",
"貿易百貨類指數      ","9,912,702","353,006,069","4,332","-1.07",
"油電燃氣類指數      ","3,294,920","262,077,336","1,986","-1.80",
"其他類指數          ","20,999,538","1,353,098,424","12,504","-2.17",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

