"106年09月11日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","8,361,703","233,577,588","4,175","-0.09",
"食品類指數          ","21,700,707","974,957,109","10,587","-1.48",
"塑膠類指數          ","92,856,745","2,815,670,832","26,822","-1.14",
"紡織纖維類指數      ","76,056,629","2,824,849,942","20,449","-5.04",
"電機機械類指數      ","81,143,438","4,200,245,214","35,276","0.21",
"電器電纜類指數      ","33,175,428","369,140,817","8,947","-0.26",
"化學生技醫療類指數  ","104,893,240","4,086,283,829","40,656","0.75",
"化學類指數          ","90,759,422","3,394,250,033","32,466","1.55",
"生技醫療類指數      ","14,133,818","692,033,796","8,190","-0.20",
"玻璃陶瓷類指數      ","5,293,952","74,039,069","1,851","-0.62",
"造紙類指數          ","39,732,915","988,108,896","13,033","7.88",
"鋼鐵類指數          ","40,504,554","739,786,184","12,474","0.23",
"橡膠類指數          ","41,673,129","1,811,043,982","20,431","3.64",
"汽車類指數          ","7,522,611","654,726,234","5,107","0.89",
"電子類指數          ","1,917,175,140","90,531,018,395","691,434","-2.03",
"半導體類指數        ","398,532,044","21,245,719,195","147,512","-0.40",
"電腦及週邊設備類指數","129,135,314","5,250,971,461","53,673","-0.20",
"光電類指數          ","923,691,991","39,935,195,608","283,952","-0.86",
"通信網路類指數      ","136,151,368","5,832,647,225","55,908","-0.44",
"電子零組件類指數    ","207,215,599","9,740,792,413","92,132","-0.55",
"電子通路類指數      ","38,749,024","1,354,994,138","15,642","1.58",
"資訊服務類指數      ","8,723,912","170,500,579","3,825","-0.55",
"其他電子類指數      ","74,975,888","7,000,197,776","38,790","-0.69",
"建材營造類指數      ","51,484,689","1,510,265,209","16,080","-3.60",
"航運業類指數        ","134,885,682","2,432,944,274","32,254","-0.21",
"觀光事業類指數      ","1,878,199","210,288,660","1,298","0.41",
"金融保險類指數      ","376,195,889","6,047,223,941","87,128","-3.99",
"貿易百貨類指數      ","27,969,669","880,100,859","10,442","3.51",
"油電燃氣類指數      ","2,391,543","188,584,485","1,211","-1.19",
"其他類指數          ","38,819,789","2,688,302,762","20,467","-2.15",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

