"98年05月04日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","36,042,000","956,763,000","6,696","7.22",
"食品類指數          ","149,497,000","3,529,120,000","34,786","32.73",
"塑膠類指數          ","208,160,000","4,450,518,000","41,261","9.98",
"紡織纖維類指數      ","99,152,000","1,002,388,000","15,837","17.52",
"電機機械類指數      ","102,293,000","1,860,836,000","25,591","2.51",
"電器電纜類指數      ","48,086,000","481,536,000","6,769","1.92",
"化學生技醫療類指數  ","153,795,000","3,817,068,000","45,916","3.03",
"化學類指數          ","100,104,000","2,293,566,000","26,104","3.95",
"生技醫療類指數      ","53,691,000","1,523,502,000","19,812","-0.14",
"玻璃陶瓷類指數      ","19,818,000","348,105,000","4,737","1.65",
"造紙類指數          ","68,008,000","738,764,000","11,460","6.44",
"鋼鐵類指數          ","424,348,000","9,357,902,000","93,607","3.88",
"橡膠類指數          ","86,371,000","2,860,064,000","21,942","9.35",
"汽車類指數          ","44,289,000","649,607,000","7,268","4.49",
"電子類指數          ","3,692,476,000","110,485,829,000","784,288","12.67",
"半導體類指數        ","1,013,025,000","32,627,619,000","199,781","3.99",
"電腦及週邊設備類指數","618,274,000","20,775,963,000","137,777","3.84",
"光電類指數          ","985,365,000","19,912,399,000","172,103","2.69",
"通信網路類指數      ","363,831,000","18,149,522,000","102,141","2.53",
"電子零組件類指數    ","384,174,000","8,660,920,000","90,836","2.18",
"電子通路類指數      ","118,430,000","3,875,140,000","30,579","3.35",
"資訊服務類指數      ","12,097,000","765,275,000","4,673","0.42",
"其他電子類指數      ","197,280,000","5,718,991,000","46,398","3.03",
"建材營造類指數      ","141,796,000","2,223,034,000","25,807","12.15",
"航運業類指數        ","305,725,000","6,736,335,000","66,135","4.51",
"觀光事業類指數      ","23,223,000","970,337,000","7,285","7.66",
"金融保險類指數      ","648,105,000","8,994,191,000","70,875","45.43",
"貿易百貨類指數      ","36,646,000","1,500,272,000","9,359","6.35",
"油電燃氣類指數      ","14,681,000","566,734,000","4,006","6.22",
"其他類指數          ","148,195,000","3,526,917,000","35,845","5.01",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

