"107年06月05日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","25,977,872","1,062,609,811","10,310","-1.30",
"食品類指數          ","18,803,243","950,815,648","9,512","1.34",
"塑膠類指數          ","80,320,977","3,378,535,360","26,109","-2.24",
"紡織纖維類指數      ","48,789,645","1,253,303,274","16,864","-1.13",
"電機機械類指數      ","52,442,483","3,342,897,343","25,653","-1.82",
"電器電纜類指數      ","49,394,935","1,009,727,074","14,990","-1.36",
"化學生技醫療類指數  ","57,169,269","3,362,842,898","32,578","-0.24",
"化學類指數          ","28,565,894","1,334,327,373","13,727","-0.21",
"生技醫療類指數      ","28,603,375","2,028,515,525","18,851","-0.19",
"玻璃陶瓷類指數      ","6,690,324","107,708,106","2,849","-0.18",
"造紙類指數          ","9,915,913","202,591,507","4,018","-3.46",
"鋼鐵類指數          ","82,090,349","2,362,704,257","34,257","0.12",
"橡膠類指數          ","9,740,070","374,480,884","4,959","1.92",
"汽車類指數          ","6,180,117","288,526,846","3,008","2.43",
"電子類指數          ","2,111,733,595","124,649,357,069","862,241","-0.59",
"半導體類指數        ","456,233,217","30,542,180,846","195,826","-0.22",
"電腦及週邊設備類指數","192,021,350","7,933,148,900","85,044","0.00",
"光電類指數          ","794,745,730","28,419,109,320","242,477","0.49",
"通信網路類指數      ","157,899,207","8,179,633,019","75,969","-0.12",
"電子零組件類指數    ","398,563,048","40,567,718,019","207,259","-2.20",
"電子通路類指數      ","26,184,508","912,155,156","12,659","0.41",
"資訊服務類指數      ","4,336,087","153,729,858","2,375","-0.10",
"其他電子類指數      ","81,750,448","7,941,681,951","40,632","0.33",
"建材營造類指數      ","61,657,205","1,335,772,416","18,251","0.18",
"航運業類指數        ","39,964,790","616,771,264","13,209","-0.09",
"觀光事業類指數      ","2,049,330","185,034,089","1,431","-1.28",
"金融保險類指數      ","336,682,444","6,338,360,752","88,466","8.27",
"貿易百貨類指數      ","29,915,481","1,385,104,603","13,266","3.41",
"油電燃氣類指數      ","4,227,049","295,736,680","1,972","-2.40",
"其他類指數          ","49,868,409","2,157,205,686","20,300","1.48",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

