"103年11月25日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","12,204,149","480,091,817","3,786","-0.98",
"食品類指數          ","23,937,374","954,797,696","9,027","-8.12",
"塑膠類指數          ","51,846,442","1,743,087,468","16,313","-1.78",
"紡織纖維類指數      ","39,896,572","1,487,855,336","13,249","0.30",
"電機機械類指數      ","38,039,071","3,530,662,488","21,050","0.96",
"電器電纜類指數      ","7,043,174","74,251,760","1,641","-0.05",
"化學生技醫療類指數  ","51,767,978","2,066,112,356","20,738","-0.09",
"化學類指數          ","36,432,835","1,278,686,498","13,038","-0.32",
"生技醫療類指數      ","15,335,143","787,425,858","7,700","0.17",
"玻璃陶瓷類指數      ","2,436,135","42,325,407","812","1.07",
"造紙類指數          ","5,110,478","66,671,447","1,261","-1.13",
"鋼鐵類指數          ","42,943,913","885,691,267","12,171","-0.54",
"橡膠類指數          ","16,727,491","750,762,945","7,306","-2.15",
"汽車類指數          ","11,370,905","689,762,090","5,106","-2.51",
"電子類指數          ","1,147,069,104","58,812,158,064","389,026","0.88",
"半導體類指數        ","307,411,783","17,187,996,016","94,172","0.59",
"電腦及週邊設備類指數","245,841,055","10,800,342,641","79,813","0.15",
"光電類指數          ","287,277,192","12,057,252,796","88,941","0.54",
"通信網路類指數      ","65,925,771","4,041,305,135","25,343","-0.82",
"電子零組件類指數    ","122,602,222","5,852,215,235","51,754","-0.39",
"電子通路類指數      ","25,953,611","932,616,223","8,805","-0.09",
"資訊服務類指數      ","3,521,740","169,409,462","2,087","1.03",
"其他電子類指數      ","88,535,730","7,771,020,556","38,111","0.06",
"建材營造類指數      ","31,012,231","766,558,444","11,384","1.00",
"航運業類指數        ","78,551,541","1,492,276,436","20,118","0.33",
"觀光事業類指數      ","2,026,778","342,986,252","956","-0.24",
"金融保險類指數      ","290,768,772","5,012,352,731","48,889","-6.36",
"貿易百貨類指數      ","16,023,172","904,513,768","7,352","0.95",
"油電燃氣類指數      ","6,138,777","246,766,010","2,041","-1.47",
"其他類指數          ","47,400,682","2,724,116,179","19,326","0.22",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

