"98年12月18日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","15,503,321","463,189,105","4,824","0.91",
"食品類指數          ","37,814,145","1,049,267,823","12,321","-3.11",
"塑膠類指數          ","85,632,560","1,795,250,369","17,841","0.05",
"紡織纖維類指數      ","215,136,896","2,602,428,055","36,812","3.98",
"電機機械類指數      ","51,749,959","1,142,723,119","16,352","0.22",
"電器電纜類指數      ","26,577,557","327,843,545","6,454","-0.07",
"化學生技醫療類指數  ","51,478,581","1,776,627,318","19,019","-0.42",
"化學類指數          ","34,239,098","987,124,098","10,782","-0.27",
"生技醫療類指數      ","17,239,483","789,503,220","8,237","-0.69",
"玻璃陶瓷類指數      ","8,324,134","166,774,250","2,679","-0.08",
"造紙類指數          ","21,645,183","395,277,594","5,679","1.03",
"鋼鐵類指數          ","90,141,126","2,092,925,098","24,244","0.02",
"橡膠類指數          ","38,562,113","1,198,772,302","12,192","1.07",
"汽車類指數          ","45,507,722","1,384,354,464","14,696","-3.50",
"電子類指數          ","1,803,497,225","65,565,536,926","550,749","0.45",
"半導體類指數        ","445,282,256","18,920,761,006","137,231","0.00",
"電腦及週邊設備類指數","202,327,989","9,100,527,059","71,587","0.64",
"光電類指數          ","504,862,636","14,374,074,406","127,055","0.43",
"通信網路類指數      ","169,702,115","6,632,488,592","55,242","0.23",
"電子零組件類指數    ","315,011,660","9,211,163,293","97,330","0.29",
"電子通路類指數      ","45,440,495","1,681,983,867","18,043","-0.68",
"資訊服務類指數      ","19,021,646","476,699,873","7,337","-0.73",
"其他電子類指數      ","101,848,428","5,167,838,830","36,924","-0.47",
"建材營造類指數      ","63,386,405","1,492,581,112","19,431","1.35",
"航運業類指數        ","61,924,460","1,128,118,037","16,645","0.11",
"觀光事業類指數      ","6,598,777","203,589,904","2,528","1.10",
"金融保險類指數      ","281,881,118","5,280,946,448","54,020","1.37",
"貿易百貨類指數      ","25,104,324","881,952,467","7,824","0.14",
"油電燃氣類指數      ","7,200,817","289,762,808","2,236","0.55",
"其他類指數          ","50,515,173","1,455,827,297","17,368","0.78",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

