"99年07月13日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","21,141,460","585,255,037","5,812","-0.63",
"食品類指數          ","38,359,589","1,061,280,215","13,579","-2.59",
"塑膠類指數          ","59,817,543","2,066,670,803","16,839","-2.76",
"紡織纖維類指數      ","56,841,820","1,062,555,776","13,289","-3.48",
"電機機械類指數      ","74,486,000","1,664,176,174","20,173","0.52",
"電器電纜類指數      ","29,062,037","503,179,146","7,094","-0.18",
"化學生技醫療類指數  ","48,468,382","1,879,760,214","21,324","-0.70",
"化學類指數          ","27,536,868","858,853,790","10,311","-0.85",
"生技醫療類指數      ","20,931,514","1,020,906,424","11,013","-0.22",
"玻璃陶瓷類指數      ","8,297,596","204,508,456","3,051","-0.89",
"造紙類指數          ","10,583,487","137,184,221","2,398","-1.20",
"鋼鐵類指數          ","42,377,595","841,888,190","11,232","-0.34",
"橡膠類指數          ","40,668,369","1,844,681,956","13,680","4.09",
"汽車類指數          ","9,860,355","258,814,849","2,679","-1.66",
"電子類指數          ","1,247,204,919","63,497,562,300","440,461","-1.87",
"半導體類指數        ","326,417,949","16,023,838,448","111,208","-0.46",
"電腦及週邊設備類指數","163,613,298","6,309,827,851","53,808","-0.34",
"光電類指數          ","342,793,942","15,156,633,302","117,148","-0.61",
"通信網路類指數      ","86,008,035","10,833,996,595","37,965","-1.02",
"電子零組件類指數    ","157,401,466","6,891,891,098","55,417","-0.01",
"電子通路類指數      ","44,851,471","1,477,615,794","14,224","-0.45",
"資訊服務類指數      ","24,666,008","593,105,931","9,635","-0.02",
"其他電子類指數      ","101,452,750","6,210,653,281","41,056","-0.44",
"建材營造類指數      ","57,708,425","1,750,410,620","18,011","-2.49",
"航運業類指數        ","106,967,796","2,393,803,280","27,379","0.02",
"觀光事業類指數      ","8,774,689","469,919,687","3,742","1.51",
"金融保險類指數      ","372,365,160","6,156,033,832","69,047","-1.70",
"貿易百貨類指數      ","30,878,584","1,270,189,919","9,464","-0.92",
"油電燃氣類指數      ","2,836,698","93,309,006","1,101","-0.25",
"其他類指數          ","44,175,364","1,380,494,490","15,385","-1.78",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

