"98年07月23日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","90,171,697","2,967,157,509","23,905","3.27",
"食品類指數          ","49,848,663","1,172,271,899","14,945","-5.28",
"塑膠類指數          ","156,439,405","2,702,802,032","31,482","-0.60",
"紡織纖維類指數      ","81,039,474","1,409,067,273","18,263","0.62",
"電機機械類指數      ","57,801,259","1,339,825,079","16,566","0.16",
"電器電纜類指數      ","63,534,588","802,055,713","12,145","0.34",
"化學生技醫療類指數  ","69,340,770","2,571,557,032","25,316","-1.15",
"化學類指數          ","45,760,633","1,609,206,465","14,757","-1.08",
"生技醫療類指數      ","23,580,137","962,350,567","10,559","-1.11",
"玻璃陶瓷類指數      ","6,070,434","88,763,742","2,062","-1.10",
"造紙類指數          ","23,619,924","563,000,552","6,326","-1.11",
"鋼鐵類指數          ","259,395,574","6,447,925,005","54,311","-0.47",
"橡膠類指數          ","63,067,876","2,175,835,825","17,968","1.38",
"汽車類指數          ","61,434,221","1,450,239,151","15,538","2.49",
"電子類指數          ","2,713,003,740","80,662,467,459","662,637","0.48",
"半導體類指數        ","625,813,029","24,187,269,579","166,706","0.38",
"電腦及週邊設備類指數","375,236,886","13,125,741,388","106,671","1.37",
"光電類指數          ","1,087,761,223","21,279,243,205","205,463","-0.18",
"通信網路類指數      ","173,616,309","7,483,638,227","49,956","-0.51",
"電子零組件類指數    ","226,906,584","6,184,776,047","65,120","0.07",
"電子通路類指數      ","72,109,864","2,268,472,705","22,710","0.90",
"資訊服務類指數      ","4,893,589","296,355,557","1,970","0.11",
"其他電子類指數      ","146,666,256","5,836,970,751","44,041","-0.78",
"建材營造類指數      ","168,552,066","6,149,671,701","53,474","1.16",
"航運業類指數        ","110,622,715","3,027,995,255","31,371","-0.54",
"觀光事業類指數      ","14,072,051","572,733,459","5,144","1.02",
"金融保險類指數      ","583,345,611","10,376,897,436","106,708","-6.92",
"貿易百貨類指數      ","36,838,095","1,077,648,995","11,555","0.08",
"油電燃氣類指數      ","8,803,103","267,917,547","2,452","-0.47",
"其他類指數          ","66,436,759","1,741,159,974","20,869","-0.56",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

