"106年11月27日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","14,223,959","460,139,881","3,638","-0.54",
"食品類指數          ","13,802,603","585,143,054","6,644","-10.82",
"塑膠類指數          ","74,279,156","2,447,861,152","22,145","2.06",
"紡織纖維類指數      ","35,218,704","1,341,900,033","14,089","-5.23",
"電機機械類指數      ","120,433,741","4,248,798,823","36,696","0.48",
"電器電纜類指數      ","35,986,206","452,865,387","9,000","-0.12",
"化學生技醫療類指數  ","68,780,737","2,340,814,685","26,688","-0.03",
"化學類指數          ","55,268,274","1,292,098,228","18,597","0.25",
"生技醫療類指數      ","13,512,463","1,048,716,457","8,091","-0.28",
"玻璃陶瓷類指數      ","6,137,929","112,530,227","1,398","0.47",
"造紙類指數          ","19,758,883","474,145,070","6,310","-0.07",
"鋼鐵類指數          ","21,781,261","421,331,180","7,976","-0.11",
"橡膠類指數          ","14,011,355","563,978,232","7,088","-1.09",
"汽車類指數          ","13,152,312","635,032,177","7,112","-2.46",
"電子類指數          ","1,906,067,702","98,703,857,333","707,226","-6.53",
"半導體類指數        ","614,653,289","34,517,445,039","206,534","-2.83",
"電腦及週邊設備類指數","213,777,620","7,199,452,690","80,081","-0.83",
"光電類指數          ","542,443,507","23,354,867,873","166,044","-1.44",
"通信網路類指數      ","122,782,451","6,697,719,898","58,363","-0.26",
"電子零組件類指數    ","285,470,306","17,579,093,814","139,792","-0.90",
"電子通路類指數      ","24,330,249","826,651,362","10,976","-0.45",
"資訊服務類指數      ","9,752,379","164,023,832","3,419","-0.41",
"其他電子類指數      ","92,857,901","8,364,602,825","42,017","-1.40",
"建材營造類指數      ","39,962,554","608,598,912","11,524","1.27",
"航運業類指數        ","55,870,807","991,077,865","17,308","-0.09",
"觀光事業類指數      ","2,199,395","117,078,053","1,310","-0.80",
"金融保險類指數      ","268,823,459","5,213,645,574","63,092","-11.06",
"貿易百貨類指數      ","21,261,335","919,189,432","6,559","-1.08",
"油電燃氣類指數      ","2,034,791","134,809,775","1,228","-0.59",
"其他類指數          ","33,053,077","2,264,359,569","18,746","-1.29",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

