"101年10月16日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","14,973,555","490,722,343","5,435","0.71",
"食品類指數          ","18,347,515","767,904,231","6,848","3.23",
"塑膠類指數          ","46,767,442","1,907,032,841","16,731","-0.67",
"紡織纖維類指數      ","32,344,316","610,957,821","11,459","1.34",
"電機機械類指數      ","14,678,452","1,125,719,793","7,969","0.89",
"電器電纜類指數      ","11,156,756","111,556,958","3,354","0.28",
"化學生技醫療類指數  ","41,434,319","1,708,358,891","21,795","0.84",
"化學類指數          ","12,445,526","463,573,073","5,693","0.50",
"生技醫療類指數      ","28,988,793","1,244,785,818","16,102","1.01",
"玻璃陶瓷類指數      ","1,715,171","31,486,704","842","-0.49",
"造紙類指數          ","4,451,188","51,505,770","1,312","0.00",
"鋼鐵類指數          ","20,092,673","433,368,487","7,694","0.09",
"橡膠類指數          ","16,736,023","753,378,462","8,055","-0.13",
"汽車類指數          ","15,718,063","553,780,532","6,034","0.53",
"電子類指數          ","941,982,278","41,392,633,139","310,408","2.96",
"半導體類指數        ","206,749,529","10,329,617,602","69,254","0.93",
"電腦及週邊設備類指數","142,417,870","7,077,089,576","52,263","1.47",
"光電類指數          ","361,315,076","9,815,238,365","88,591","0.89",
"通信網路類指數      ","55,090,179","4,581,795,810","26,835","0.16",
"電子零組件類指數    ","87,535,173","4,473,491,702","40,059","0.73",
"電子通路類指數      ","14,622,260","613,958,228","6,496","0.84",
"資訊服務類指數      ","7,829,159","410,653,866","2,960","0.80",
"其他電子類指數      ","66,423,032","4,090,787,990","23,950","-0.02",
"建材營造類指數      ","42,535,847","910,333,378","15,119","1.82",
"航運業類指數        ","41,751,629","719,568,650","13,341","0.14",
"觀光事業類指數      ","3,792,725","368,930,329","2,198","2.68",
"金融保險類指數      ","193,812,043","3,012,499,142","40,157","4.93",
"貿易百貨類指數      ","17,304,188","957,440,721","9,074","2.04",
"油電燃氣類指數      ","2,262,366","133,481,087","1,366","-0.13",
"其他類指數          ","50,980,938","2,014,878,931","20,302","0.97",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

