"102年01月30日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","15,303,785","553,299,081","5,122","0.88",
"食品類指數          ","23,653,368","1,006,643,175","8,400","-3.58",
"塑膠類指數          ","43,069,606","1,756,552,211","16,491","2.81",
"紡織纖維類指數      ","24,407,224","536,826,413","9,453","3.67",
"電機機械類指數      ","37,167,708","2,136,887,365","17,600","1.45",
"電器電纜類指數      ","16,099,275","190,050,749","4,658","0.18",
"化學生技醫療類指數  ","29,180,224","1,349,606,096","15,749","0.42",
"化學類指數          ","16,852,159","628,256,573","7,880","0.51",
"生技醫療類指數      ","12,328,065","721,349,523","7,869","0.18",
"玻璃陶瓷類指數      ","2,201,825","42,630,444","1,069","0.11",
"造紙類指數          ","4,910,222","72,250,300","1,960","-0.06",
"鋼鐵類指數          ","46,540,853","659,283,837","12,457","0.57",
"橡膠類指數          ","18,585,967","932,107,083","8,801","0.13",
"汽車類指數          ","14,344,250","661,328,349","5,486","1.53",
"電子類指數          ","1,215,386,025","51,361,051,999","388,120","0.39",
"半導體類指數        ","287,620,027","12,385,767,509","90,666","0.36",
"電腦及週邊設備類指數","206,932,761","7,882,331,124","67,212","-0.01",
"光電類指數          ","425,141,763","12,304,201,389","96,728","-0.20",
"通信網路類指數      ","100,954,726","10,533,378,598","51,839","-0.09",
"電子零組件類指數    ","97,258,017","3,690,076,670","42,171","0.17",
"電子通路類指數      ","21,959,351","806,920,027","9,189","0.83",
"資訊服務類指數      ","2,188,584","63,328,357","1,170","0.35",
"其他電子類指數      ","73,330,796","3,695,048,325","29,145","0.01",
"建材營造類指數      ","77,491,726","1,746,424,402","26,193","2.53",
"航運業類指數        ","59,706,053","1,083,998,158","18,311","0.21",
"觀光事業類指數      ","3,355,243","306,888,433","1,941","0.12",
"金融保險類指數      ","622,088,120","9,846,984,263","116,994","6.43",
"貿易百貨類指數      ","20,940,980","933,234,776","8,697","1.88",
"油電燃氣類指數      ","3,288,765","227,030,186","1,906","0.30",
"其他類指數          ","48,787,239","2,765,668,749","23,294","1.22",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

