"106年08月08日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","9,714,961","293,626,062","4,389","-0.24",
"食品類指數          ","22,999,479","998,570,126","11,320","0.26",
"塑膠類指數          ","83,487,172","3,011,562,859","29,784","0.80",
"紡織纖維類指數      ","37,193,083","1,679,840,399","15,130","-1.53",
"電機機械類指數      ","60,652,244","3,583,800,661","28,386","-1.32",
"電器電纜類指數      ","16,188,353","188,932,441","4,260","0.21",
"化學生技醫療類指數  ","30,626,423","1,304,007,706","14,862","-0.40",
"化學類指數          ","21,410,879","658,967,562","8,776","0.01",
"生技醫療類指數      ","9,215,544","645,040,144","6,086","-0.65",
"玻璃陶瓷類指數      ","3,651,698","58,386,546","1,288","-0.54",
"造紙類指數          ","52,971,999","1,280,678,012","16,999","3.35",
"鋼鐵類指數          ","60,961,526","1,199,680,913","18,038","-0.35",
"橡膠類指數          ","9,720,519","435,699,057","4,604","-3.25",
"汽車類指數          ","9,068,827","593,247,427","4,609","2.58",
"電子類指數          ","1,781,650,078","96,006,904,735","647,527","-0.65",
"半導體類指數        ","500,137,105","24,801,056,707","155,642","0.74",
"電腦及週邊設備類指數","208,570,978","9,120,390,320","74,964","-1.32",
"光電類指數          ","653,073,164","33,566,781,661","214,818","-0.72",
"通信網路類指數      ","87,915,168","5,040,844,178","40,577","-0.01",
"電子零組件類指數    ","181,164,224","10,063,156,123","89,671","-0.13",
"電子通路類指數      ","40,447,130","1,396,640,281","18,480","-0.52",
"資訊服務類指數      ","2,697,809","69,724,450","1,419","-0.59",
"其他電子類指數      ","107,644,500","11,948,311,015","51,956","-0.63",
"建材營造類指數      ","30,774,998","715,138,823","10,365","0.70",
"航運業類指數        ","75,486,847","1,351,125,799","24,356","0.11",
"觀光事業類指數      ","3,629,798","356,256,692","2,620","-0.23",
"金融保險類指數      ","563,494,164","9,251,763,375","96,600","3.26",
"貿易百貨類指數      ","22,173,161","1,033,823,878","7,673","1.10",
"油電燃氣類指數      ","4,806,277","443,206,233","2,665","-1.80",
"其他類指數          ","54,422,939","3,480,256,022","29,342","-0.76",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

