"104年05月15日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","11,505,806","344,988,636","4,587","-0.63",
"食品類指數          ","23,921,573","1,102,918,088","10,144","-1.25",
"塑膠類指數          ","55,669,883","1,710,472,331","22,758","-1.71",
"紡織纖維類指數      ","86,768,992","3,139,166,459","32,623","-6.39",
"電機機械類指數      ","64,172,385","3,394,151,786","30,100","-0.94",
"電器電纜類指數      ","26,479,670","282,453,725","7,240","0.00",
"化學生技醫療類指數  ","62,095,481","2,037,007,926","25,867","-0.28",
"化學類指數          ","48,877,719","1,262,935,862","17,459","-0.38",
"生技醫療類指數      ","13,217,762","774,072,064","8,408","-0.12",
"玻璃陶瓷類指數      ","3,272,319","59,378,476","1,420","-0.37",
"造紙類指數          ","6,613,170","77,947,428","1,895","-0.57",
"鋼鐵類指數          ","23,839,098","463,960,389","8,311","-0.39",
"橡膠類指數          ","9,673,650","407,746,816","5,541","-0.79",
"汽車類指數          ","6,162,331","420,504,179","3,521","-1.35",
"電子類指數          ","933,003,999","44,138,794,093","361,944","-0.53",
"半導體類指數        ","244,896,129","12,505,350,747","89,093","-0.04",
"電腦及週邊設備類指數","175,432,214","6,653,844,403","67,593","0.70",
"光電類指數          ","213,675,365","7,428,499,633","64,284","-0.31",
"通信網路類指數      ","82,587,364","4,244,774,170","40,121","-0.84",
"電子零組件類指數    ","123,365,969","5,987,600,063","56,280","0.52",
"電子通路類指數      ","25,972,403","925,973,956","11,595","-0.36",
"資訊服務類指數      ","4,395,941","141,799,515","2,439","-0.55",
"其他電子類指數      ","62,678,614","6,250,951,606","30,539","-0.66",
"建材營造類指數      ","102,538,478","1,527,194,034","22,974","-6.23",
"航運業類指數        ","58,286,972","1,254,293,003","19,529","-0.98",
"觀光事業類指數      ","10,409,591","762,196,398","5,495","1.06",
"金融保險類指數      ","445,461,543","9,919,770,997","94,012","5.43",
"貿易百貨類指數      ","26,044,835","1,142,605,317","12,134","0.01",
"油電燃氣類指數      ","5,364,282","369,322,250","2,886","-4.19",
"其他類指數          ","59,175,757","3,966,611,172","33,439","-2.58",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

