"98年12月07日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","30,177,379","910,355,177","8,522","0.00",
"食品類指數          ","37,991,976","1,108,581,633","10,014","7.01",
"塑膠類指數          ","67,684,942","1,963,800,398","18,793","2.08",
"紡織纖維類指數      ","82,161,058","1,136,965,963","17,240","4.92",
"電機機械類指數      ","95,689,207","2,042,664,028","25,396","1.56",
"電器電纜類指數      ","32,191,810","442,299,385","7,194","0.85",
"化學生技醫療類指數  ","115,965,442","4,924,198,218","42,725","2.36",
"化學類指數          ","69,309,470","2,645,757,294","22,259","2.14",
"生技醫療類指數      ","46,655,972","2,278,440,924","20,466","2.39",
"玻璃陶瓷類指數      ","17,999,761","364,869,874","5,123","0.57",
"造紙類指數          ","81,711,129","1,153,142,859","16,589","3.61",
"鋼鐵類指數          ","88,754,882","1,938,514,009","23,172","1.60",
"橡膠類指數          ","35,372,699","1,212,688,791","11,308","2.76",
"汽車類指數          ","16,490,667","450,653,551","5,216","0.90",
"電子類指數          ","2,408,314,912","100,276,489,759","729,595","5.95",
"半導體類指數        ","655,573,929","28,603,652,449","195,735","2.13",
"電腦及週邊設備類指數","281,629,847","11,065,407,473","90,656","2.30",
"光電類指數          ","729,890,867","25,699,461,903","186,474","1.79",
"通信網路類指數      ","187,069,967","11,182,695,726","69,676","-0.07",
"電子零組件類指數    ","324,663,162","13,660,477,845","110,483","1.42",
"電子通路類指數      ","44,435,158","1,619,266,053","16,952","1.93",
"資訊服務類指數      ","33,582,901","882,484,895","10,289","2.03",
"其他電子類指數      ","151,469,081","7,563,043,415","49,330","0.47",
"建材營造類指數      ","110,959,948","2,988,133,954","33,128","5.71",
"航運業類指數        ","88,236,825","1,906,798,916","24,960","1.25",
"觀光事業類指數      ","16,652,796","655,620,660","5,656","4.23",
"金融保險類指數      ","367,700,126","7,420,545,589","70,133","13.33",
"貿易百貨類指數      ","31,109,740","912,121,446","8,706","1.71",
"油電燃氣類指數      ","6,190,296","236,793,549","2,048","0.29",
"其他類指數          ","71,180,880","1,901,873,124","21,309","1.53",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

