"104年10月28日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","7,868,938","275,469,335","3,860","0.34",
"食品類指數          ","17,065,998","760,526,895","8,122","-3.52",
"塑膠類指數          ","45,347,401","1,555,921,120","19,280","-0.92",
"紡織纖維類指數      ","38,588,528","2,060,204,867","18,938","-3.16",
"電機機械類指數      ","50,043,492","2,767,464,508","23,796","-0.55",
"電器電纜類指數      ","10,276,371","88,378,081","3,410","-0.13",
"化學生技醫療類指數  ","91,158,131","5,386,092,908","50,438","0.85",
"化學類指數          ","41,703,607","1,714,306,103","18,681","-1.00",
"生技醫療類指數      ","49,454,524","3,671,786,805","31,757","2.29",
"玻璃陶瓷類指數      ","1,483,431","19,153,077","748","-0.66",
"造紙類指數          ","3,726,256","40,786,239","1,308","-0.01",
"鋼鐵類指數          ","33,907,484","532,799,809","10,818","-0.91",
"橡膠類指數          ","9,796,275","365,340,166","5,737","-0.78",
"汽車類指數          ","12,395,013","1,315,504,657","6,814","-3.32",
"電子類指數          ","1,088,860,566","47,691,127,826","432,169","-1.55",
"半導體類指數        ","277,106,810","14,723,666,650","105,794","-0.99",
"電腦及週邊設備類指數","132,556,319","4,788,632,948","56,896","-0.49",
"光電類指數          ","350,144,859","10,650,398,531","111,418","0.02",
"通信網路類指數      ","94,393,645","4,711,506,856","44,900","0.06",
"電子零組件類指數    ","147,681,647","6,650,234,173","68,107","0.71",
"電子通路類指數      ","20,527,274","516,584,448","9,446","-0.33",
"資訊服務類指數      ","8,009,777","358,379,838","4,541","-0.36",
"其他電子類指數      ","58,440,235","5,291,724,382","31,067","-0.50",
"建材營造類指數      ","26,349,807","560,324,276","11,265","-0.08",
"航運業類指數        ","52,534,295","964,203,033","17,161","-0.39",
"觀光事業類指數      ","1,526,937","158,229,578","1,103","-0.95",
"金融保險類指數      ","266,693,276","4,623,369,366","63,845","-2.55",
"貿易百貨類指數      ","24,119,607","1,059,128,148","10,493","-0.24",
"油電燃氣類指數      ","2,746,535","200,432,003","1,801","-1.58",
"其他類指數          ","52,755,519","2,992,104,395","29,130","0.94",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

