"107年05月03日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","33,707,258","1,107,527,625","12,488","-3.84",
"食品類指數          ","22,245,612","1,236,374,892","11,880","-30.76",
"塑膠類指數          ","46,592,843","2,422,464,812","19,988","-3.31",
"紡織纖維類指數      ","34,254,358","1,309,266,291","14,554","-4.11",
"電機機械類指數      ","53,928,822","4,644,394,441","25,566","-0.53",
"電器電纜類指數      ","37,969,443","594,008,053","12,400","-0.93",
"化學生技醫療類指數  ","57,431,943","5,146,130,447","36,136","-0.45",
"化學類指數          ","15,882,299","656,240,796","7,700","-1.45",
"生技醫療類指數      ","41,549,644","4,489,889,651","28,436","0.50",
"玻璃陶瓷類指數      ","2,765,602","52,172,252","1,165","-1.09",
"造紙類指數          ","8,388,492","175,194,196","3,853","-0.30",
"鋼鐵類指數          ","77,341,872","2,175,073,059","32,561","-1.73",
"橡膠類指數          ","8,311,545","287,694,472","4,085","-1.51",
"汽車類指數          ","3,794,531","183,592,357","2,180","-1.33",
"電子類指數          ","1,286,829,302","86,435,837,323","546,886","-4.50",
"半導體類指數        ","331,279,035","26,085,246,740","142,652","-2.11",
"電腦及週邊設備類指數","138,507,552","5,852,872,129","61,492","-0.31",
"光電類指數          ","330,564,694","14,003,315,540","99,529","-0.17",
"通信網路類指數      ","92,001,220","6,352,441,031","46,036","-0.53",
"電子零組件類指數    ","296,535,683","26,228,920,599","148,793","-0.36",
"電子通路類指數      ","18,161,529","642,532,329","8,826","0.15",
"資訊服務類指數      ","4,186,375","123,167,417","2,150","-0.10",
"其他電子類指數      ","75,593,214","7,147,341,538","37,408","-1.97",
"建材營造類指數      ","32,735,628","840,550,737","12,696","-1.33",
"航運業類指數        ","43,893,396","770,189,767","17,562","-0.67",
"觀光事業類指數      ","1,722,275","241,608,203","1,213","2.32",
"金融保險類指數      ","297,246,646","5,683,146,719","80,605","-9.85",
"貿易百貨類指數      ","54,819,664","1,187,543,018","18,477","-1.66",
"油電燃氣類指數      ","5,383,398","314,289,808","2,789","-1.77",
"其他類指數          ","28,756,195","1,765,945,879","16,615","-1.59",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

