"107年01月11日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","50,009,055","1,730,988,889","15,789","-3.16",
"食品類指數          ","25,716,025","869,922,985","10,465","5.04",
"塑膠類指數          ","110,250,259","4,521,736,997","39,266","-0.26",
"紡織纖維類指數      ","144,992,152","2,327,920,110","35,195","-2.21",
"電機機械類指數      ","93,179,109","4,247,130,654","38,363","-0.61",
"電器電纜類指數      ","185,655,168","2,862,623,322","45,383","-0.52",
"化學生技醫療類指數  ","81,162,223","3,880,814,325","37,644","-0.69",
"化學類指數          ","66,566,293","2,343,471,553","28,243","-0.91",
"生技醫療類指數      ","14,595,930","1,537,342,772","9,401","-0.29",
"玻璃陶瓷類指數      ","10,160,125","167,980,516","3,610","-0.97",
"造紙類指數          ","16,022,981","384,165,470","6,203","-2.43",
"鋼鐵類指數          ","177,933,998","3,078,087,859","53,885","0.36",
"橡膠類指數          ","19,759,075","863,192,037","10,593","-0.91",
"汽車類指數          ","6,459,038","349,576,151","4,075","-1.70",
"電子類指數          ","1,195,216,115","74,550,336,063","515,133","-0.71",
"半導體類指數        ","294,470,516","20,109,363,143","115,456","-0.93",
"電腦及週邊設備類指數","202,218,964","8,790,108,783","85,034","0.48",
"光電類指數          ","187,747,077","10,120,522,943","74,982","-0.12",
"通信網路類指數      ","120,801,886","6,859,024,525","51,122","0.00",
"電子零組件類指數    ","250,621,584","18,516,047,285","124,330","-0.01",
"電子通路類指數      ","15,838,260","559,390,379","8,263","-0.23",
"資訊服務類指數      ","9,871,013","192,997,317","4,221","0.13",
"其他電子類指數      ","113,646,815","9,402,881,688","51,725","0.74",
"建材營造類指數      ","64,093,222","1,388,328,809","20,067","-1.17",
"航運業類指數        ","112,292,720","1,998,856,346","32,084","0.07",
"觀光事業類指數      ","2,884,413","305,517,574","2,064","0.72",
"金融保險類指數      ","390,190,572","6,867,540,975","81,053","-3.63",
"貿易百貨類指數      ","38,438,563","1,398,503,812","12,937","0.70",
"油電燃氣類指數      ","4,337,597","444,300,310","2,421","-0.60",
"其他類指數          ","40,855,717","2,570,684,935","22,799","0.65",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

