"106年11月14日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","4,304,047","123,150,250","1,699","-0.14",
"食品類指數          ","22,048,741","932,239,788","9,639","3.52",
"塑膠類指數          ","184,262,649","4,201,857,664","45,023","0.20",
"紡織纖維類指數      ","58,778,912","1,843,802,281","20,642","-1.16",
"電機機械類指數      ","63,761,081","4,250,437,694","32,683","-0.12",
"電器電纜類指數      ","26,881,224","324,319,253","6,880","0.08",
"化學生技醫療類指數  ","65,405,415","2,380,797,480","28,504","-0.35",
"化學類指數          ","55,366,858","1,694,100,990","21,993","-0.32",
"生技醫療類指數      ","10,038,557","686,696,490","6,511","-0.27",
"玻璃陶瓷類指數      ","5,395,030","85,137,943","2,106","0.28",
"造紙類指數          ","14,761,899","354,755,803","5,623","-2.39",
"鋼鐵類指數          ","39,512,523","717,730,396","13,141","-0.48",
"橡膠類指數          ","20,537,268","876,796,807","10,877","-3.95",
"汽車類指數          ","11,761,918","688,048,238","6,500","-1.80",
"電子類指數          ","1,763,199,391","89,373,662,810","655,773","0.58",
"半導體類指數        ","524,303,126","30,280,828,552","200,056","0.71",
"電腦及週邊設備類指數","274,971,982","8,589,914,294","89,456","-0.05",
"光電類指數          ","510,708,815","22,995,183,085","160,492","-0.15",
"通信網路類指數      ","102,146,567","6,220,310,242","47,128","0.67",
"電子零組件類指數    ","232,949,077","11,384,826,762","102,433","0.12",
"電子通路類指數      ","27,528,234","809,616,169","13,159","0.17",
"資訊服務類指數      ","4,002,938","104,572,114","1,938","-0.10",
"其他電子類指數      ","86,588,652","8,988,411,592","41,111","-0.85",
"建材營造類指數      ","28,883,402","503,962,249","9,157","0.09",
"航運業類指數        ","85,754,398","1,432,894,951","21,676","-0.29",
"觀光事業類指數      ","2,849,850","350,027,232","2,018","0.82",
"金融保險類指數      ","262,060,024","4,768,554,295","62,717","0.95",
"貿易百貨類指數      ","25,575,671","1,037,254,724","9,778","1.51",
"油電燃氣類指數      ","3,253,062","201,470,072","1,759","0.06",
"其他類指數          ","39,798,242","2,600,694,545","22,697","-1.88",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

