"100年11月04日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","37,543,241","1,340,277,085","13,377","3.68",
"食品類指數          ","40,766,471","1,319,581,674","16,616","18.26",
"塑膠類指數          ","102,880,842","4,453,745,700","35,101","3.98",
"紡織纖維類指數      ","72,928,647","1,649,840,110","23,494","11.25",
"電機機械類指數      ","42,510,085","3,218,650,947","19,403","3.28",
"電器電纜類指數      ","23,749,724","264,757,332","5,990","1.29",
"化學生技醫療類指數  ","59,166,401","2,427,712,852","25,097","2.29",
"化學類指數          ","47,590,120","1,905,103,552","18,341","2.69",
"生技醫療類指數      ","11,576,281","522,609,300","6,756","1.04",
"玻璃陶瓷類指數      ","5,003,472","130,706,861","2,421","1.07",
"造紙類指數          ","11,121,689","137,772,498","4,816","2.21",
"鋼鐵類指數          ","40,170,649","957,881,720","14,333","0.44",
"橡膠類指數          ","21,705,765","1,138,894,875","10,481","2.99",
"汽車類指數          ","50,138,399","2,456,914,266","18,363","6.46",
"電子類指數          ","1,583,508,374","71,632,137,770","526,919","4.66",
"半導體類指數        ","425,939,594","19,178,908,673","132,197","1.75",
"電腦及週邊設備類指數","213,660,293","9,335,591,866","73,503","0.90",
"光電類指數          ","510,739,299","18,821,206,675","142,386","1.02",
"通信網路類指數      ","166,904,876","12,416,491,292","69,872","1.21",
"電子零組件類指數    ","142,285,593","5,141,558,666","56,793","0.77",
"電子通路類指數      ","26,356,542","1,041,078,809","11,572","-0.31",
"資訊服務類指數      ","10,835,466","267,070,096","4,831","1.54",
"其他電子類指數      ","86,786,711","5,430,231,693","35,765","0.63",
"建材營造類指數      ","62,925,801","1,419,213,012","20,358","5.80",
"航運業類指數        ","62,093,710","1,427,648,156","21,819","1.58",
"觀光事業類指數      ","5,859,814","244,161,612","2,693","1.74",
"金融保險類指數      ","478,523,742","9,329,660,327","105,080","21.84",
"貿易百貨類指數      ","51,438,410","2,964,831,919","27,109","3.37",
"油電燃氣類指數      ","7,090,424","480,442,492","3,132","3.30",
"其他類指數          ","45,381,202","1,703,773,703","19,051","1.95",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

