"98年08月11日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","66,797,148","2,087,720,814","18,100","1.19",
"食品類指數          ","69,823,864","1,812,897,321","20,360","-11.27",
"塑膠類指數          ","83,720,022","2,379,551,059","19,526","2.52",
"紡織纖維類指數      ","65,286,174","1,213,596,894","16,444","-3.41",
"電機機械類指數      ","34,572,728","716,020,470","11,023","-0.05",
"電器電纜類指數      ","41,641,545","467,072,806","8,311","-0.69",
"化學生技醫療類指數  ","57,773,436","2,198,071,103","21,911","0.53",
"化學類指數          ","44,703,600","1,654,054,355","15,263","0.67",
"生技醫療類指數      ","13,069,836","544,016,748","6,648","0.01",
"玻璃陶瓷類指數      ","17,626,693","248,626,992","4,088","1.18",
"造紙類指數          ","22,972,497","383,113,101","5,606","2.26",
"鋼鐵類指數          ","157,977,007","3,923,072,621","40,788","-1.18",
"橡膠類指數          ","48,447,915","1,575,800,256","14,018","-1.19",
"汽車類指數          ","34,549,500","813,161,383","9,856","-1.17",
"電子類指數          ","1,828,113,661","70,358,211,620","497,737","2.04",
"半導體類指數        ","551,031,402","24,127,745,245","142,319","0.36",
"電腦及週邊設備類指數","237,556,715","8,601,466,034","70,397","0.13",
"光電類指數          ","555,976,686","14,106,954,062","123,234","1.02",
"通信網路類指數      ","130,332,918","9,554,994,079","47,638","0.16",
"電子零組件類指數    ","201,199,161","5,901,099,837","60,863","0.43",
"電子通路類指數      ","70,063,530","3,072,052,471","22,718","3.11",
"資訊服務類指數      ","5,228,109","385,647,313","2,355","-1.12",
"其他電子類指數      ","76,725,140","4,608,252,579","28,213","0.83",
"建材營造類指數      ","132,498,193","3,984,343,964","41,619","5.41",
"航運業類指數        ","86,504,082","1,996,183,071","23,654","-0.21",
"觀光事業類指數      ","6,205,423","268,155,466","2,585","2.85",
"金融保險類指數      ","563,153,929","10,824,724,307","92,429","-7.37",
"貿易百貨類指數      ","29,415,332","1,045,160,440","10,838","-0.57",
"油電燃氣類指數      ","3,952,737","140,049,826","1,351","0.71",
"其他類指數          ","54,762,002","1,460,062,408","17,787","0.50",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

