"98年11月11日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","27,692,991","712,623,303","7,807","0.54",
"食品類指數          ","53,768,808","1,619,233,137","16,311","2.03",
"塑膠類指數          ","99,290,923","2,656,704,023","25,300","1.48",
"紡織纖維類指數      ","82,570,347","1,260,134,475","17,539","-0.35",
"電機機械類指數      ","66,450,726","1,406,797,047","21,056","0.64",
"電器電纜類指數      ","33,018,652","414,384,773","7,719","0.08",
"化學生技醫療類指數  ","47,323,129","1,659,882,397","18,042","0.11",
"化學類指數          ","35,995,732","1,115,813,501","12,547","-0.14",
"生技醫療類指數      ","11,327,397","544,068,896","5,495","0.73",
"玻璃陶瓷類指數      ","8,913,348","157,953,251","2,737","0.80",
"造紙類指數          ","10,778,277","165,845,410","2,515","0.52",
"鋼鐵類指數          ","57,881,549","1,238,559,397","16,939","-0.07",
"橡膠類指數          ","29,799,125","1,226,925,841","10,160","0.35",
"汽車類指數          ","22,695,338","735,186,722","7,654","1.63",
"電子類指數          ","1,805,549,845","69,723,246,614","535,831","3.61",
"半導體類指數        ","562,282,795","25,237,118,370","163,605","1.92",
"電腦及週邊設備類指數","255,227,664","10,459,466,752","84,220","1.42",
"光電類指數          ","524,113,031","11,267,316,827","115,685","0.61",
"通信網路類指數      ","115,134,485","7,810,131,496","46,776","0.36",
"電子零組件類指數    ","149,606,283","5,186,273,889","54,880","0.30",
"電子通路類指數      ","49,397,788","1,450,350,200","17,425","1.29",
"資訊服務類指數      ","20,928,807","526,210,686","7,232","1.93",
"其他電子類指數      ","128,858,992","7,786,378,394","46,008","-0.62",
"建材營造類指數      ","108,614,861","3,142,508,585","34,004","3.38",
"航運業類指數        ","122,059,211","3,450,905,669","37,850","1.04",
"觀光事業類指數      ","3,165,897","135,211,273","1,364","0.03",
"金融保險類指數      ","401,951,613","7,927,017,354","83,085","7.74",
"貿易百貨類指數      ","23,161,530","821,859,012","9,116","-0.06",
"油電燃氣類指數      ","9,996,038","336,231,477","3,135","1.80",
"其他類指數          ","70,417,026","1,938,540,713","22,960","0.88",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

